docid	date	url	title	wiki_md5	text_md5
2018-05-15_00_Netta	2018-05-15	https://en.wikinews.org/wiki/Netta_wins_Eurovision_Song_Contest_for_Israel	Netta wins Eurovision Song Contest for Israel	8a6d1a7ce8cbf2811e44a9f7031ba986	14860f5505800f31d6e48d190a895a01
2018-05-16_00_Dublin	2018-05-16	https://en.wikinews.org/wiki/Dublin_mayor_suggests_not_sending_Irish_representative_to_Israel_for_Eurovision_2019;_two_European_Parliament_lawmakers_support_boycott	Dublin mayor suggests not sending Irish representative to Israel for Eurovision 2019; two European Parliament lawmakers support boycott	8a6b42f988712dfe1ac03a81acd9baac	68157355fb883e93d5e0872369e617f2
2018-05-19_00_Principal	2018-05-19	https://en.wikinews.org/wiki/Principal,_teacher_arrested_for_allegedly_whipping_two_students_late_for_school_in_Ayetoro,_Nigeria	Principal, teacher arrested for allegedly whipping two students late for school in Ayetoro, Nigeria	30ca0852ff5300cc5d8ea0b978e678a6	3b5d8fb88835bbe3e1a1ac8d7b663d41
2018-05-19_01_Football	2018-05-19	https://en.wikinews.org/wiki/Football:_Atl%C3%A9tico_Madrid_beats_Marseille_3-0_to_win_third_Europa_League_title	Football: Atlético Madrid beats Marseille 3-0 to win third Europa League title	8526241bfda3e3f685d35f9d7e8bdb1b	f93a08276b9551bca62e9370665adec2
2018-05-20_00_Swaziland	2018-05-20	https://en.wikinews.org/wiki/Swaziland%27s_King_Mswati_III_signs_gazette_to_rename_country_to_eSwatini	Swaziland's King Mswati III signs gazette to rename country to eSwatini	389e867d73844e0a19325645909ffece	b2c363f40e3587ad87b3d9199ff8311a
2018-05-20_01_Hawaii	2018-05-20	https://en.wikinews.org/wiki/Hawaii%27s_K%C4%ABlauea_volcano_releases_ash_plumes_to_30,000_feet,_prompting_aviation_alerts	Hawaii's Kīlauea volcano releases ash plumes to 30,000 feet, prompting aviation alerts	3483fe57ebe88251e1d9517461a64572	269dcb14bc0d9c1ac9cda0e10a5827eb
2018-05-21_00_Belgian	2018-05-21	https://en.wikinews.org/wiki/Belgian_LGBT_refuge_shelter_announced_during_annual_Brussels_Pride	Belgian LGBT refuge shelter announced during annual Brussels Pride	71dabb9f34471e418592593a77c81583	75a0114b628316f0326c2e8cc8777467
2018-05-22_00_Football	2018-05-22	https://en.wikinews.org/wiki/Football:_Chelsea_beats_Manchester_United_1-0_to_win_English_FA_Cup	Football: Chelsea beats Manchester United 1-0 to win English FA Cup	4a4f7f658d37b33514962b620f89feca	066f835a617e8a981b30941aab8dfcda
2018-05-22_01_Commonwealth	2018-05-22	https://en.wikinews.org/wiki/Commonwealth_confirms_receiving_Zimbabwe%27s_application_to_rejoin_the_bloc	Commonwealth confirms receiving Zimbabwe's application to rejoin the bloc	1e55c56663c57de6be6326c357ca7068	da5318284c928de4985253307d057dda
2018-05-22_02_Greek	2018-05-22	https://en.wikinews.org/wiki/Greek_police_arrest_four_for_attacking_Thessaloniki_mayor_Yiannis_Boutaris	Greek police arrest four for attacking Thessaloniki mayor Yiannis Boutaris	42f958a0c52836c38b682baea51c7870	2d3a8d3f0a4a34236827f68211c2ff46
2018-05-23_00_Radja	2018-05-23	https://en.wikinews.org/wiki/Radja_Nainggolan_announces_international_retirement_after_being_left_out_of_Belgian_football_world_cup_squad	Radja Nainggolan announces international retirement after being left out of Belgian football world cup squad	8d4cb7f2adfaeb2d3a7b78aa93e689aa	37c03ddd12fd8acd42fafda1a20ce715
2018-05-23_01_Software	2018-05-23	https://en.wikinews.org/wiki/Software_giant_Adobe_Systems_to_acquire_Magento_Commerce_for_US$1.68_billion	Software giant Adobe Systems to acquire Magento Commerce for US$1.68 billion	82b0bba32b70fbdeac1a5e925c906b0b	87955733a52c3f30950d3a43c04f0f51
2018-05-24_00_English	2018-05-24	https://en.wikinews.org/wiki/English_football:_Arsenal_appoints_Unai_Emery_as_new_manager	English football: Arsenal appoints Unai Emery as new manager	c4306abb1ce0f3d72e71a00135e20dd0	594b14ac8054c556d1041e178ee31d3c
2018-05-25_00_Italian	2018-05-25	https://en.wikinews.org/wiki/Italian_club_Napoli_appoints_Carlo_Ancelotti_as_new_manager	Italian club Napoli appoints Carlo Ancelotti as new manager	8ce5f21ef74de241cdf69c8475bf1c76	198408c1fa37843a373e6ed4cc6a4f82
2018-05-25_01_US	2018-05-25	https://en.wikinews.org/wiki/US_National_Football_League_to_fine_teams_if_athletes_kneel_during_national_anthem	US National Football League to fine teams if athletes kneel during national anthem	7154a1e9121270039ebd0b8f244f39c3	e27e112021d2c3dbecae5d67c2e1950b
2018-05-25_02_Stacey	2018-05-25	https://en.wikinews.org/wiki/Stacey_Abrams_becomes_first_black_woman_to_gain_major_U.S._party_nomination_for_governor_of_Georgia	Stacey Abrams becomes first black woman to gain major U.S. party nomination for governor of Georgia	70baf7078b3dbb53b65ee1b681b48886	a71f37a19588840cf09ecb1b3a50b158
2018-05-26_00_South	2018-05-26	https://en.wikinews.org/wiki/South_African_cricketer_AB_de_Villiers_announces_international_retirement	South African cricketer AB de Villiers announces international retirement	8b8306d4191b7660be2ea2faa2a212b8	8f37c3dd6f57a82abc010980f441ecb1
2018-05-27_00_Pakistan	2018-05-27	https://en.wikinews.org/wiki/Pakistan%27s_National_Assembly_passes_bill_to_merge_Federally_Administered_Tribal_Areas_with_Khyber_Pakhtunkhwa	Pakistan's National Assembly passes bill to merge Federally Administered Tribal Areas with Khyber Pakhtunkhwa	34f6946ceb0ae46eed269abdbeb1d55d	39111881960aa7836e5b6b25e02f8d75
2018-05-27_01_Ireland	2018-05-27	https://en.wikinews.org/wiki/Ireland_votes_to_overturn_35-year-old_constitutional_ban_on_abortion	Ireland votes to overturn 35-year-old constitutional ban on abortion	d4add626a3a76d9ee6a1f438168d4445	dc63d0506434639db13f95b2869e4699
2018-05-28_00_Korean	2018-05-28	https://en.wikinews.org/wiki/Korean_leaders_Moon_and_Kim_meet_days_after_NK-US_summit_cancellation	Korean leaders Moon and Kim meet days after NK-US summit cancellation	698e065e35342aad255bbaafc104febe	7b2fc1882ca536ced7032f6b1784fe09
2018-05-29_00_European	2018-05-29	https://en.wikinews.org/wiki/European_football:_Real_Madrid_wins_third_consecutive_Champions_League_beating_Liverpool_3-1	European football: Real Madrid wins third consecutive Champions League beating Liverpool 3-1	f776908df14693de050d3d870200afcb	990834778d6b98cfcf10ab50f99dbcd9
2018-05-30_00_Khyber	2018-05-30	https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas	Khyber Pakhtunkhwa Provincial Assembly votes to merge with Pakistani Federally Administered Tribal Areas	f24db931146edde27fdc46bc3664a010	0c15a6c0716451a11bd4926d750a25c8
2018-06-01_00_Photo	2018-06-01	https://en.wikinews.org/wiki/Photo_report:_Anime_North_convention_brings_fans_to_Toronto	Photo report: Anime North convention brings fans to Toronto	cdb7213b67a4c4c90307da1f6312c1fc	956f79003ae65cfe9e149c9544e80f4d
2018-06-02_00_Pakistani	2018-06-02	https://en.wikinews.org/wiki/Pakistani_President_signs_bill_to_merge_Federally_Administered_Tribal_Areas_with_Khyber_Pakhtunkhwa	Pakistani President signs bill to merge Federally Administered Tribal Areas with Khyber Pakhtunkhwa	16be26dff7eb3e4075779fd33679b549	7f8347d6454dfc5faf3c5706dcd8ea68
2018-06-06_00_Microsoft	2018-06-06	https://en.wikinews.org/wiki/Microsoft_announces_plan_to_acquire_GitHub_for_US$7.5_billion	Microsoft announces plan to acquire GitHub for US$7.5 billion	940bac67950fdca0245eb9edc59173a6	236db958bde3cad8362234b572dbc4b4
2018-06-10_00_New	2018-06-10	https://en.wikinews.org/wiki/New_study_of_endangered_whale_shark_youth_shows_vital_habitat_similarities	New study of endangered whale shark youth shows vital habitat similarities	db042e7bddaa64a04776fca550057fea	5f6f293b85c1a4ad8e600a90808d223f
2018-06-11_00_India	2018-06-11	https://en.wikinews.org/wiki/India:_Jodhpur_police_arrests_man_for_%27sacrifice%27_of_four-year-old_daughter_for_Allah	India: Jodhpur police arrests man for 'sacrifice' of four-year-old daughter for Allah	84e7f86ef3046bcf49c3611f7dd8c28b	a7b99d85ddc26d3fb90ff17987944f16
2018-06-13_00_Spanish	2018-06-13	https://en.wikinews.org/wiki/Spanish_Football_Federation_sacks_Lopetegui_as_team%27s_head_coach_one_day_before_FIFA_World_Cup	Spanish Football Federation sacks Lopetegui as team's head coach one day before FIFA World Cup	688dbf59c29e64e3da7aec626d740612	32de5ed28a10f3a302f29c0803d2b809
2018-06-13_01_Tennis	2018-06-13	https://en.wikinews.org/wiki/Tennis:_Nadal_beats_Thiem_to_win_eleventh_French_Open_title	Tennis: Nadal beats Thiem to win eleventh French Open title	bf140bde989550b53f8c8a1b466a3fd3	62ea00ee59c13c9789208e0f0623dabe
2018-06-14_00_Football	2018-06-14	https://en.wikinews.org/wiki/Football:_Canada,_Mexico_and_US_wins_joint_bid_to_host_2026_FIFA_World_Cup	Football: Canada, Mexico and US wins joint bid to host 2026 FIFA World Cup	af886150e6298dae663e4e6e6092e7da	0500d9897a98ae4a7d25a475e043026b
2018-06-14_01_Football	2018-06-14	https://en.wikinews.org/wiki/Football:_Russia_beats_Saudi_Arabia_5-0_in_FIFA_World_Cup_opener	Football: Russia beats Saudi Arabia 5-0 in FIFA World Cup opener	cae1efa694e50dcefac5c5927e39a5f9	63df8cf9c9fd14457361ec64c97cd5b7
2018-06-16_00_FIFA	2018-06-16	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_Day_2:_Uruguay,_Iran_win_three_points_each_with_late_goals;_Portugal-Spain_share_the_spoils	FIFA World Cup 2018 Day 2: Uruguay, Iran win three points each with late goals; Portugal-Spain share the spoils	34bf293038de7f26693de7f4fdea2f60	9856a523ffbae8c2218f9a7ec13b6c06
2018-06-17_00_UN	2018-06-17	https://en.wikinews.org/wiki/UN_releases_first-ever_human_rights_report_on_Kashmir	UN releases first-ever human rights report on Kashmir	d0510b1c20d663630c755c3deaa3d7f2	c0a6bc558ec1137e9242971681b89432
2018-06-18_00_FIFA	2018-06-18	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_day_three:_France,_Denmark_and_Croatia_wins_three_points;_Argentina_shares_the_spoils_with_debutants_Iceland	FIFA World Cup 2018 day three: France, Denmark and Croatia wins three points; Argentina shares the spoils with debutants Iceland	eef61a1f99359a355c5c5f58f77ac482	85e51b8f57299e727af0d6f0b1262c7e
2018-06-19_00_FIFA	2018-06-19	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_day_five:_Sweden,_Belgium,_England_win_three_points	FIFA World Cup 2018 day five: Sweden, Belgium, England win three points	788db99e4530c63a677d0d18498ad56b	fe502b167c9e9d0af82ada6475cc8d4a
2018-06-19_01_FIFA	2018-06-19	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_day_four:_Mexico_beats_Germany;_Serbia_leads_Group_E,_Brazil_shares_the_spoils_with_Swiss	FIFA World Cup 2018 day four: Mexico beats Germany; Serbia leads Group E, Brazil shares the spoils with Swiss	d86e3e6c4e494c04fea16ddf46ba318c	9181dfa9e5691b6c32bf2e34c2a7fe75
2018-06-20_00_FIFA	2018-06-20	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_day_six:_Japan,_Senegal,_Russia_win_three_points	FIFA World Cup 2018 day six: Japan, Senegal, Russia win three points	20546baaaba0588ab85ca0d110228fa1	1c1dde731f3e947b28f95844ea671b92
2018-06-20_01_Iv	2018-06-20	https://en.wikinews.org/wiki/Iv%C3%A1n_Duque_wins_Colombia%27s_presidential_election	Iván Duque wins Colombia's presidential election	6b83e3622ceb7ab5de1ee4851cf017c1	26eef05874e8421251112515edb451dd
2018-06-20_02_Football	2018-06-20	https://en.wikinews.org/wiki/Football:_Arsenal_sign_Bayer_Leverkusen_goalkeeper_Bernd_Leno	Football: Arsenal sign Bayer Leverkusen goalkeeper Bernd Leno	d3cab6c3469aea86d5fa4a198b989776	4bde773c42f09fd6af6f27fcaaf67853
2018-06-21_00_FIFA	2018-06-21	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_day_seven:_Portugal,_Uruguay,_Spain_win_1-0	FIFA World Cup 2018 day seven: Portugal, Uruguay, Spain win 1-0	92f806029d3007840b53c801086853f4	29ef4a82cb46d257df2ea5b13a8c030e
2018-06-21_01_India	2018-06-21	https://en.wikinews.org/wiki/India:_Mehbooba_Mufti_resigns_as_Jammu_Kashmir_Chief_Minister_as_Bharatiya_Janata_Party_breaks_alliance	India: Mehbooba Mufti resigns as Jammu Kashmir Chief Minister as Bharatiya Janata Party breaks alliance	e924b83738a99b36a45af20add99ad0c	f62af291afea584db3afdf5e9a8676d4
2018-06-23_00_Algeria	2018-06-23	https://en.wikinews.org/wiki/Algeria_blocks_internet_across_nation_to_prevent_cheating_in_diploma_exams	Algeria blocks internet across nation to prevent cheating in diploma exams	bc6b8f04a412863da146883fa9b530a5	fc5dd1cbbd176fde678dbab8ebf6b5bc
2018-06-23_01_Hungarian	2018-06-23	https://en.wikinews.org/wiki/Hungarian_Parliament_passes_bill_to_criminalise_helping_undocumented_migrants	Hungarian Parliament passes bill to criminalise helping undocumented migrants	cec161dc98aef03a87b0bdd6c3e99b27	f1ad1293a8c8111ce8591b7514aa4765
2018-06-24_00_International	2018-06-24	https://en.wikinews.org/wiki/International_Criminal_Court_gives_Myanmar_till_July_27_to_respond_on_Rohingya_case	International Criminal Court gives Myanmar till July 27 to respond on Rohingya case	35e0697f0e56aa5c5db33830d96f8e01	ac3dbf856e661c3d78a7b12b09585239
2018-06-25_00_Serbian	2018-06-25	https://en.wikinews.org/wiki/Serbian_Football_Association_complain_about_Swiss_footballers_Xhaka,_Shaqiri_eagle_salute_celebration	Serbian Football Association complain about Swiss footballers Xhaka, Shaqiri eagle salute celebration	2e0be63fd770918e980120f390b016c8	85b5dd9e3925332151c8b251672c69bf
2018-06-25_01_Chess	2018-06-25	https://en.wikinews.org/wiki/Chess:_R_Praggnanandhaa_becomes_youngest_Indian_Grand_Master	Chess: R Praggnanandhaa becomes youngest Indian Grand Master	08fa1432dc29e3d34b63cfcabab0c581	ad348714483c6296301b3eeb47a10e0c
2018-06-25_02_India	2018-06-25	https://en.wikinews.org/wiki/India:_Maharashtra_plastic_ban_comes_into_force	India: Maharashtra plastic ban comes into force	b5378c6914afd1f9ecde2c90bce06985	fe069f12ec24ace93e0bf75c898e4fb7
2018-06-25_03_Spanish	2018-06-25	https://en.wikinews.org/wiki/Spanish_football:_Juanfran_signs_one-year_contract_extension_with_Atl%C3%A9tico_Madrid	Spanish football: Juanfran signs one-year contract extension with Atlético Madrid	21cb4818c6f0b8da2c13a0e17d6a62bd	ddf1d600b401fb0e0fb15d13a7f33b4c
2018-06-25_04_Indonesian	2018-06-25	https://en.wikinews.org/wiki/Indonesian_cleric_Aman_Abdurrahman_sentenced_to_death_for_%27inciting_others_to_commit_terrorism%27	Indonesian cleric Aman Abdurrahman sentenced to death for 'inciting others to commit terrorism'	28c9a8722a08577a6d27a92fa5e223b2	f3f76cc6fb3f3fc51e8f785a7c428ac2
2018-06-26_00_Argentine	2018-06-26	https://en.wikinews.org/wiki/Argentine_footballer_Javier_Pastore_leaves_Paris_SG_for_AS_Roma	Argentine footballer Javier Pastore leaves Paris SG for AS Roma	18609402aa4f27d473f22c3767f12827	6ab813e371972ea6c95c7aa2e847d0ef
2018-06-26_01_Italian	2018-06-26	https://en.wikinews.org/wiki/Italian_football:_Nainggolan_moves_to_Inter_Milan_from_Roma	Italian football: Nainggolan moves to Inter Milan from Roma	38619d9c6cb4d38dbf8a01f49aed60ed	981b952afc0759ce0360743d61345811
2018-06-27_00_FIFA	2018-06-27	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_day_eight,_nine,_ten,_eleven:_Belgium,_England_confirm_knockout_phase_qualification;_Poland,_Costa_Rica_miss_out_Last_16	FIFA World Cup 2018 day eight, nine, ten, eleven: Belgium, England confirm knockout phase qualification; Poland, Costa Rica miss out Last 16	7cd60d69df7085c1b33017a067a4dd16	1d2b478518728f547a5b85ae588dd099
2018-06-29_00_Dutch	2018-06-29	https://en.wikinews.org/wiki/Dutch_senate_votes_in_favour_of_face_veil_ban	Dutch senate votes in favour of face veil ban	9c582bcfe6799ae1dc329db320505224	cd2fd6b9c24d743ddb35773bfb7fdc14
2018-06-29_01_India	2018-06-29	https://en.wikinews.org/wiki/India:_Punjab_cabinet_republishes_ordinance_approving_capital_punishment_for_rape_of_girls_under_age_twelve	India: Punjab cabinet republishes ordinance approving capital punishment for rape of girls under age twelve	5208a3eecd2480f52ce5e03022d9569c	9e22cd488379a3c9a4d4f2b17406dfcc
2018-07-01_00_FIFA	2018-07-01	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_day_12,_13,_14,_15:_Iran,_Nigeria,_Germany,_Senegal_out_of_the_tournament	FIFA World Cup 2018 day 12, 13, 14, 15: Iran, Nigeria, Germany, Senegal out of the tournament	7f571deb2f16a5e42b68a96d47c60265	9429b169af7e7f68827edf7423f35c6e
2018-07-01_01_Argentine	2018-07-01	https://en.wikinews.org/wiki/Argentine_footballer_Mascherano_announces_international_retirement	Argentine footballer Mascherano announces international retirement	aa4d2c0531a2e67c2cb9ac18ff259b94	cce5fc649929efe3bd89667ed9c730a9
2018-07-01_02_India	2018-07-01	https://en.wikinews.org/wiki/India:_Madhya_Pradesh_police_arrests_second_accused_of_gang-raping_minor_girl_in_Mandsaur_district	India: Madhya Pradesh police arrests second accused of gang-raping minor girl in Mandsaur district	83c29d65d4d7847d80f24027103ab89d	1d94426ffa79d922f1fa65a5e7ed65dd
2018-07-01_03_India	2018-07-01	https://en.wikinews.org/wiki/India:_Kerala_police_registers_case_against_bishop_for_allegedly_raping_nun_more_than_a_dozen_times	India: Kerala police registers case against bishop for allegedly raping nun more than a dozen times	26bbed5487fca1784863ec2f1e26a797	e5d109f4d64869decf5905878a62479d
2018-07-02_00_Spanish	2018-07-02	https://en.wikinews.org/wiki/Spanish_midfielder_Iniesta_retires_from_international_football	Spanish midfielder Iniesta retires from international football	669a2c0c82acba821a7c708deea7487c	4a69e2f214670117e06efb6c7a573936
2018-07-03_00_Dublin	2018-07-03	https://en.wikinews.org/wiki/Dublin_Pride_2018_attracts_tens_of_thousands_of_people	Dublin Pride 2018 attracts tens of thousands of people	c44c4e1b96cfa2d8c1954dcc1032a63f	90dda92bd4d54e980b97bcd603e9c193
2018-07-03_01_FIFA	2018-07-03	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_Last_16:_France,_Uruguay_sends_Argentina_and_Portugal_home	FIFA World Cup 2018 Last 16: France, Uruguay sends Argentina and Portugal home	38d3c7df45330af3480cf4554f78383f	7ce6eccafdf3bc8778b2c2a39a74e678
2018-07-03_02_English	2018-07-03	https://en.wikinews.org/wiki/English_football:_Mohamed_Salah_signs_contract_extension_with_Liverpool	English football: Mohamed Salah signs contract extension with Liverpool	257fd12a57ea1a3484814c193cde9b47	138818014e478f88ff396309c7ce88b1
2018-07-04_00_In	2018-07-04	https://en.wikinews.org/wiki/In_Pictures:_Helsinki_Pride_2018_ends_after_record_number_of_attendees	In Pictures: Helsinki Pride 2018 ends after record number of attendees	d162d2dd97ba5f519e89cbeff52475cc	f3c9d295b4a00a5f5bb171747436aad6
2018-07-04_01_FIFA	2018-07-04	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_Last_16:_Russia,_Croatia_beat_Spain,_Denmark_in_penalties	FIFA World Cup 2018 Last 16: Russia, Croatia beat Spain, Denmark in penalties	ea29800be2a04544aa4fc2e2e9d55212	2c3b5805f03fc240dda4ce1ff7cbe546
2018-07-05_00_FIFA	2018-07-05	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_Last_16:_Brazil,_Belgium_advance_at_expense_of_Mexico,_Japan	FIFA World Cup 2018 Last 16: Brazil, Belgium advance at expense of Mexico, Japan	c552585e3679b3d985fc1fc55b2e4ea2	0201ed978f5b7c8f53f7ace246c190da
2018-07-06_00_French	2018-07-06	https://en.wikinews.org/wiki/French_football:_Gianluigi_Buffon_signs_one-year_contract_with_Paris_SG	French football: Gianluigi Buffon signs one-year contract with Paris SG	e233e2fe01aa7a72299488eb62814b44	980590c83dd1787d2f36b19b957eb5a3
2018-07-06_01_FIFA	2018-07-06	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_Last_16:_Sweden,_England_knock_out_Switzerland,_Colombia	FIFA World Cup 2018 Last 16: Sweden, England knock out Switzerland, Colombia	758946e07125a1e2da0f4e8581199ac1	201878b4375fb738225876d73b17e5e2
2018-07-07_00_France	2018-07-07	https://en.wikinews.org/wiki/France:_Rainbow_pedestrian_crossings_%27will_be_permanent!%27,_Paris_mayor_says	France: Rainbow pedestrian crossings 'will be permanent!', Paris mayor says	d0194171169eaacfcee2930d245da7c3	85c87482f4623cc106020057979ef2d7
2018-07-09_00_FIFA	2018-07-09	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_quarterfinals:_France,_Belgium_beat_Uruguay,_Brazil	FIFA World Cup 2018 quarterfinals: France, Belgium beat Uruguay, Brazil	1f0e165a519e61f85bb9a832e00ff00c	b3349b8b4d53398055afc586f97e5818
2018-07-10_00_FIFA	2018-07-10	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_quarterfinals:_England_beats_Sweden,_Croatia_knocks_out_hosts_Russia	FIFA World Cup 2018 quarterfinals: England beats Sweden, Croatia knocks out hosts Russia	48c66413187636835b92ce6fe2f0e061	f2c473081d62a421b5cdbabbfb07d33f
2018-07-11_00_London	2018-07-11	https://en.wikinews.org/wiki/London_Pride_organisers_apologise_after_protestors_interrupt_parade	London Pride organisers apologise after protestors interrupt parade	90c3bba6f8c1056f5a01f9676f5cac03	c96e40cf35de7646ea1b977b4d22ff80
2018-07-12_00_Football	2018-07-12	https://en.wikinews.org/wiki/Football:_Cristiano_Ronaldo_leaves_Real_Madrid_for_Juventus	Football: Cristiano Ronaldo leaves Real Madrid for Juventus	5dfe02d49543624dddf1fae63a1baad6	cd5cd15d7c6f1e175ce4940b5e546396
2018-07-12_01_Football	2018-07-12	https://en.wikinews.org/wiki/Football:_Manchester_City_signs_Riyad_Mahrez_from_Leicester	Football: Manchester City signs Riyad Mahrez from Leicester	352040353df31ee25b2548010784b473	8decf5f9c28d0e7dfcf38d30dc85ea2b
2018-07-12_02_Spanish	2018-07-12	https://en.wikinews.org/wiki/Spanish_Football_Federation_appoints_Luis_Enrique_as_men%27s_national_team_coach	Spanish Football Federation appoints Luis Enrique as men's national team coach	c54249355fcfcb1fc75f103e038bd739	37b978509e28c3b48b0f5e066887658d
2018-07-13_00_FIFA	2018-07-13	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_semifinals:_Croatia_sends_England_home,_2-1	FIFA World Cup 2018 semifinals: Croatia sends England home, 2-1	f60f590f3aa9bfdcd4756ab76b465e88	95a35b406fabdede6cf5a83a912d3580
2018-07-13_01_FIFA	2018-07-13	https://en.wikinews.org/wiki/FIFA_World_Cup_2018_semifinals:_Umtiti_scores_only_goal,_France_reaches_finals_beating_Belgium	FIFA World Cup 2018 semifinals: Umtiti scores only goal, France reaches finals beating Belgium	b04c982a44e6bd925c3c6ccd0c387413	e42b488ac9874c83316bea73983f7aec
2018-07-14_00_Swiss	2018-07-14	https://en.wikinews.org/wiki/Swiss_footballer_Xherdan_Shaqiri_joins_Liverpool	Swiss footballer Xherdan Shaqiri joins Liverpool	939daad511c149a7a061b850306002d5	89f7b8ac259de1eaac132bee733bdd7a
2018-07-15_00_English	2018-07-15	https://en.wikinews.org/wiki/English_football:_Chelsea_announces_Maurizio_Sarri_as_their_head_coach	English football: Chelsea announces Maurizio Sarri as their head coach	fd57797478bde145405e1c77e82b3de8	b7e98746b683ed476b27a903043840c9
2018-07-16_00_France	2018-07-16	https://en.wikinews.org/wiki/France_beats_Croatia_4-2_to_win_2018_FIFA_World_Cup	France beats Croatia 4-2 to win 2018 FIFA World Cup	22c995ed16e702d487848b7a90fc1aa3	9326274aa4f846d7cfd144f29776f615
2018-07-16_01_FIFA	2018-07-16	https://en.wikinews.org/wiki/FIFA_World_Cup_2018:_Belgium_beats_England_2-0_to_claim_third_place_finish	FIFA World Cup 2018: Belgium beats England 2-0 to claim third place finish	6b625e03e4532f9ecab6e35de7e6ef3b	cd79b579c3241b2474fbcdd61dafdc0e
2018-07-18_00_Indian	2018-07-18	https://en.wikinews.org/wiki/Indian_Supreme_Court:_unconstitutional_to_bar_women_of_certain_age_group_from_entering_Sabarimala_temple	Indian Supreme Court: unconstitutional to bar women of certain age group from entering Sabarimala temple	603450f20b6bfa73acd0f7b74b410809	70de59ad5ba7074bd3f76ed1634dfd5d
2018-07-19_00_After	2018-07-19	https://en.wikinews.org/wiki/After_signing_peace_declarations,_Eritrea_reopens_embassy_in_Ethiopian_capital_Addis_Ababa	After signing peace declarations, Eritrea reopens embassy in Ethiopian capital Addis Ababa	6efb44a4115696e560ad1ea3fc1dbf16	6e41808bd921a146800832e6cfaaf6a7
2018-07-19_01_US	2018-07-19	https://en.wikinews.org/wiki/US_astronomers_announce_discovering_ten_tiny_Jovian_satellites	US astronomers announce discovering ten tiny Jovian satellites	c2d43411bf07e9e815680e4066678275	3d7913b74ce023e89a67524927b0cacc
2018-07-20_00_Hindi	2018-07-20	https://en.wikinews.org/wiki/Hindi_poet_and_songwriter_Gopal_Das_Neeraj_dies,_aged_93	Hindi poet and songwriter Gopal Das Neeraj dies, aged 93	28691dc3968e53217c4c2a7d155119a4	2e1da43db55c85edf98200809c3c4771
2018-07-21_00_Cretaceous	2018-07-21	https://en.wikinews.org/wiki/Cretaceous_baby_snake_fossil_found_in_Myanmar	Cretaceous baby snake fossil found in Myanmar	42ee9d66dd8560c888f0e9a72346fb63	f698da5c37c9eb52d22da5bd9a009263
2018-07-22_00_Israeli	2018-07-22	https://en.wikinews.org/wiki/Israeli_Knesset_passes_%27Jewish_nation-state%27_bill	Israeli Knesset passes 'Jewish nation-state' bill	6fd02c531fbe4a5127d9617aefe6c764	7a03ef60f5cdccfa4ad7dc09c977c116
2018-07-23_00_US	2018-07-23	https://en.wikinews.org/wiki/US_director_James_Gunn_fired_from_Marvel_Studios_for_decade-old_offensive_tweets	US director James Gunn fired from Marvel Studios for decade-old offensive tweets	a5eeeea0e1de78e5ecf6397606c6b637	9a00c1eecd7dbdbac285d148b0c17cc8
2018-07-25_00_German	2018-07-25	https://en.wikinews.org/wiki/German_footballer_Mesut_%C3%96zil_announces_retirement_from_international_football_over_%27racism%27	German footballer Mesut Özil announces retirement from international football over 'racism'	b362ad28d920ae8eee0525fd84b1718f	f694d5f7132411cb788ca97af30ba19b
2018-07-26_00_Palestine	2018-07-26	https://en.wikinews.org/wiki/Palestine_elected_as_G-77%27s_presiding_country,_ambassador_Riyad_Mansour_confirms	Palestine elected as G-77's presiding country, ambassador Riyad Mansour confirms	af1b34d47d3823d5888673c08705549c	f24de126388de33517e69e5382abb9ac
2018-07-30_00_First	2018-07-30	https://en.wikinews.org/wiki/First-ever_Dublin_Trans_Pride_attracts_hundreds	First-ever Dublin Trans Pride attracts hundreds	a83f7eb181b666704a41f013d7bf010e	210255d5806e9169c3ea9de4f68e92dc
2018-07-31_00_40th	2018-07-31	https://en.wikinews.org/wiki/40th_Berlin_Christopher_Street_Day_celebration_attracts_thousands:_in_pictures	40th Berlin Christopher Street Day celebration attracts thousands: in pictures	3c66527a846defa7eca71721b7ac97f6	84736cfbb59975ab473782907f7c0bb6
2018-07-31_01_Total	2018-07-31	https://en.wikinews.org/wiki/Total_lunar_eclipse_occurs_in_July_2018	Total lunar eclipse occurs in July 2018	7ff6b370c340bafdebfc9713ba63a45a	3dddb3c8a275f73c2163265f42f95261
