docid	position	length	mention	url
2018-03-13_01_United	49	12	Donald Trump	https://en.wikipedia.org/wiki/Donald_Trump
2018-03-13_01_United	89	13	Rex Tillerson	https://en.wikipedia.org/wiki/Rex_Tillerson
2018-03-13_01_United	131	18	Secretary of State	https://en.wikipedia.org/wiki/United_States_Secretary_of_State
2018-03-13_01_United	171	11	Mike Pompeo	https://en.wikipedia.org/wiki/Mike_Pompeo
2018-03-13_01_United	196	3	CIA	https://en.wikipedia.org/wiki/Central_Intelligence_Agency
2018-03-13_01_United	239	15	Deputy Director	https://en.wikipedia.org/wiki/Deputy_Director_of_the_Central_Intelligence_Agency
2018-03-13_01_United	255	11	Gina Haspel	https://en.wikipedia.org/wiki/Gina_Haspel
2018-03-13_01_United	355	16	foreign minister	https://en.wikipedia.org/wiki/foreign_minister
2018-03-13_01_United	452	5	tweet	https://en.wikipedia.org/wiki/Twitter
2018-03-13_01_United	469	2	ET	https://en.wikipedia.org/wiki/Eastern_Time_Zone
2018-03-13_01_United	473	9	UTC−04:00	https://en.wikipedia.org/wiki/UTC%E2%88%9204:00
2018-03-13_01_United	489	16	State Department	https://en.wikipedia.org/wiki/United_States_Department_of_State
2018-03-13_01_United	671	10	South Lawn	https://en.wikipedia.org/wiki/South_Lawn_(White_House)
2018-03-13_01_United	689	11	White House	https://en.wikipedia.org/wiki/White_House
2018-03-13_01_United	1163	9	Iran deal	https://en.wikipedia.org/wiki/Joint_Comprehensive_Plan_of_Action
2018-03-13_02_China	36	5	China	https://en.wikipedia.org/wiki/China
2018-03-13_02_China	44	26	National People's Congress	https://en.wikipedia.org/wiki/National_People%27s_Congress
2018-03-13_02_China	96	46	Constitution of the People's Republic of China	https://en.wikipedia.org/wiki/Constitution_of_the_People%27s_Republic_of_China
2018-03-13_02_China	260	10	Xi Jinping	https://en.wikipedia.org/wiki/Xi_Jinping
2018-03-13_02_China	513	25	Xi's own political theory	https://en.wikipedia.org/wiki/Xi_Jinping_Thought
2018-03-13_02_China	645	24	Communist Party of China	https://en.wikipedia.org/wiki/Communist_Party_of_China
2018-03-13_02_China	784	18	Xinhua News Agency	https://en.wikipedia.org/wiki/Xinhua_News_Agency
2018-03-13_02_China	1144	15	Winnie the Pooh	https://en.wikipedia.org/wiki/Winnie_the_Pooh
2018-03-13_02_China	1204	7	Reuters	https://en.wikipedia.org/wiki/Reuters
2018-03-13_02_China	1401	20	China's constitution	https://en.wikipedia.org/wiki/Constitution_of_the_People%27s_Republic_of_China
2018-03-13_02_China	1427	10	presidency	https://en.wikipedia.org/wiki/President_of_the_People%27s_Republic_of_China
2018-03-13_02_China	1589	49	General Secretary of the Communist Party of China	https://en.wikipedia.org/wiki/General_Secretary_of_the_Communist_Party_of_China
2018-03-13_02_China	1672	15	communist state	https://en.wikipedia.org/wiki/communist_state
2018-03-13_02_China	1746	43	Chairman of the Central Military Commission	https://en.wikipedia.org/wiki/Chairman_of_the_Central_Military_Commission
2018-03-14_00_State	57	9	Sri Lanka	https://en.wikipedia.org/wiki/Sri_Lanka
2018-03-14_00_State	170	18	state of emergency	https://en.wikipedia.org/wiki/state_of_emergency
2018-03-14_00_State	296	16	Central Province	https://en.wikipedia.org/wiki/Central_Province,_Sri_Lanka
2018-03-14_00_State	538	6	Muslim	https://en.wikipedia.org/wiki/Islam
2018-03-14_00_State	686	10	Al Jazeera	https://en.wikipedia.org/wiki/Al_Jazeera
2018-03-14_00_State	748	20	Ranil Wickremesinghe	https://en.wikipedia.org/wiki/Ranil_Wickremesinghe
2018-03-14_00_State	777	14	Kandy District	https://en.wikipedia.org/wiki/Kandy_District
2018-03-14_00_State	908	9	civil war	https://en.wikipedia.org/wiki/Sri_Lankan_Civil_War
2018-03-14_00_State	972	9	Sinhalese	https://en.wikipedia.org/wiki/Sinhalese_people
2018-03-14_00_State	982	8	Buddhist	https://en.wikipedia.org/wiki/Buddhism
2018-03-14_00_State	1004	5	Tamil	https://en.wikipedia.org/wiki/Sri_Lankan_Tamils
2018-03-14_00_State	1010	12	Sunni Muslim	https://en.wikipedia.org/wiki/Sunni_Islam
2018-03-14_00_State	1124	9	Teldeniya	https://en.wikipedia.org/wiki/Teldeniya
2018-03-14_00_State	1401	5	Kandy	https://en.wikipedia.org/wiki/Kandy
2018-03-14_00_State	1709	20	Maithripala Sirisena	https://en.wikipedia.org/wiki/Maithripala_Sirisena
2018-03-14_00_State	2045	8	Facebook	https://en.wikipedia.org/wiki/Facebook
2018-03-14_00_State	2055	8	WhatsApp	https://en.wikipedia.org/wiki/WhatsApp
2018-03-14_00_State	2068	5	Viber	https://en.wikipedia.org/wiki/Viber
2018-03-14_00_State	2291	14	Harin Fernando	https://en.wikipedia.org/wiki/Harin_Fernando
2018-03-14_00_State	2382	16	Sri Lanka Mirror	https://en.wikipedia.org/wiki/Sri_Lanka_Mirror
2018-03-14_00_State	2796	8	Weligama	https://en.wikipedia.org/wiki/Weligama
2018-03-14_00_State	2861	2	km	https://en.wikipedia.org/wiki/kilometer
2018-03-14_00_State	2869	5	miles	https://en.wikipedia.org/wiki/miles
2018-03-14_00_State	2956	17	Molotov cocktails	https://en.wikipedia.org/wiki/Molotov_cocktails
2018-03-14_00_State	3423	7	Colombo	https://en.wikipedia.org/wiki/Colombo
2018-03-14_00_State	3690	9	Anamaduwa	https://en.wikipedia.org/wiki/Anamaduwa
2018-03-14_00_State	3701	22	North Western Province	https://en.wikipedia.org/wiki/North_Western_Province,_Sri_Lanka
2018-03-14_00_State	4014	16	Sarath Ekanayake	https://en.wikipedia.org/wiki/Sarath_Ekanayake
2018-03-15_00_US	40	13	United States	https://en.wikipedia.org/wiki/United_States
2018-03-15_00_US	77	11	"Toys ""R"" Us"	https://en.wikipedia.org/wiki/Toys_%22R%22_Us
2018-03-15_00_US	116	30	United States bankruptcy court	https://en.wikipedia.org/wiki/United_States_bankruptcy_court
2018-03-15_00_US	402	8	Canadian	https://en.wikipedia.org/wiki/Canada
2018-03-15_00_US	1180	7	Germany	https://en.wikipedia.org/wiki/Germany
2018-03-15_00_US	1189	7	Austria	https://en.wikipedia.org/wiki/Austria
2018-03-15_00_US	1202	11	Switzerland	https://en.wikipedia.org/wiki/Switzerland
2018-03-15_00_US	1332	23	Kohlberg Kravis Roberts	https://en.wikipedia.org/wiki/Kohlberg_Kravis_Roberts
2018-03-15_00_US	1357	21	Bain Capital Partners	https://en.wikipedia.org/wiki/Bain_Capital_Partners
2018-03-15_00_US	1384	20	Vornado Realty Trust	https://en.wikipedia.org/wiki/Vornado_Realty_Trust
2018-03-15_00_US	1468	4	CNBC	https://en.wikipedia.org/wiki/CNBC
2018-03-17_00_United	33	13	United States	https://en.wikipedia.org/wiki/United_States
2018-03-17_00_United	97	28	Napa County Sheriff's Office	https://en.wikipedia.org/wiki/Napa_County,_California
2018-03-17_00_United	256	10	Yountville	https://en.wikipedia.org/wiki/Yountville,_California
2018-03-17_00_United	268	10	California	https://en.wikipedia.org/wiki/California
2018-03-17_00_United	571	7	coroner	https://en.wikipedia.org/wiki/coroner
2018-03-17_00_United	1074	10	local time	https://en.wikipedia.org/wiki/Pacific_Standard_Time
2018-03-17_00_United	1086	5	UTC-8	https://en.wikipedia.org/wiki/UTC%E2%88%9208:00
2018-03-17_00_United	1234	5	9-1-1	https://en.wikipedia.org/wiki/9-1-1
2018-03-17_00_United	2008	30	post-traumatic stress disorder	https://en.wikipedia.org/wiki/Posttraumatic_stress_disorder
2018-03-17_00_United	2162	11	Afghanistan	https://en.wikipedia.org/wiki/Afghanistan
2018-03-17_00_United	2390	18	The Press Democrat	https://en.wikipedia.org/wiki/The_Press_Democrat
2018-03-17_00_United	2811	38	Veterans Home of California Yountville	https://en.wikipedia.org/wiki/Veterans_Home_of_California_Yountville
2018-03-17_00_United	2935	13	San Francisco	https://en.wikipedia.org/wiki/San_Francisco
2018-03-17_00_United	3164	22	Napa Community College	https://en.wikipedia.org/wiki/Napa_Valley_College
2018-03-17_01_British	34	21	theoretical physicist	https://en.wikipedia.org/wiki/theoretical_physics
2018-03-17_01_British	56	15	Stephen Hawking	https://en.wikipedia.org/wiki/Stephen_Hawking
2018-03-17_01_British	103	7	England	https://en.wikipedia.org/wiki/England
2018-03-17_01_British	944	6	Oxford	https://en.wikipedia.org/wiki/University_of_Oxford
2018-03-17_01_British	955	22	Cambridge Universities	https://en.wikipedia.org/wiki/University_of_Cambridge
2018-03-17_01_British	1022	12	Isaac Newton	https://en.wikipedia.org/wiki/Isaac_Newton
2018-03-17_01_British	1163	11	black holes	https://en.wikipedia.org/wiki/Black_holes
2018-03-17_01_British	1221	17	Hawking radiation	https://en.wikipedia.org/wiki/Hawking_radiation
2018-03-17_01_British	1373	13	John Preskill	https://en.wikipedia.org/wiki/John_Preskill
2018-03-17_01_British	1535	29	amyotrophic lateral sclerosis	https://en.wikipedia.org/wiki/amyotrophic_lateral_sclerosis
2018-03-17_01_British	1749	11	tracheotomy	https://en.wikipedia.org/wiki/tracheotomy
2018-03-17_01_British	1984	57	A Brief History of Time: From the Big Bang to Black Holes	https://en.wikipedia.org/wiki/A_Brief_History_of_Time
2018-03-17_01_British	2118	12	The Simpsons	https://en.wikipedia.org/wiki/The_Simpsons
2018-03-17_01_British	2132	30	Star Trek: The Next Generation	https://en.wikipedia.org/wiki/Star_Trek:_The_Next_Generation
2018-03-17_01_British	2168	19	The Big Bang Theory	https://en.wikipedia.org/wiki/The_Big_Bang_Theory
2018-03-17_01_British	2233	24	The Theory of Everything	https://en.wikipedia.org/wiki/The_Theory_of_Everything_(film)
2018-03-17_01_British	2415	9	physicist	https://en.wikipedia.org/wiki/Physics
2018-03-17_01_British	2444	27	City University of New York	https://en.wikipedia.org/wiki/City_University_of_New_York
2018-03-17_01_British	2490	14	New York Times	https://en.wikipedia.org/wiki/The_New_York_Times
2018-03-17_01_British	2548	10	Wolf Prize	https://en.wikipedia.org/wiki/Wolf_Prize
2018-03-17_01_British	2560	21	Albert Einstein award	https://en.wikipedia.org/wiki/Albert_Einstein_award
2018-03-17_01_British	2587	25	Fundamental Physics prize	https://en.wikipedia.org/wiki/Fundamental_Physics_prize
2018-03-17_01_British	2618	29	Presidential Medal of Freedom	https://en.wikipedia.org/wiki/Presidential_Medal_of_Freedom
2018-03-17_01_British	2668	12	Barack Obama	https://en.wikipedia.org/wiki/Barack_Obama
2018-03-17_01_British	2699	31	Commander of the British Empire	https://en.wikipedia.org/wiki/Commander_of_the_British_Empire
2018-03-17_01_British	2766	11	Nobel Prize	https://en.wikipedia.org/wiki/Nobel_Prize
2018-03-17_01_British	2969	11	Der Speigel	https://en.wikipedia.org/wiki/Der_Speigel
2018-03-20_00_Vladimir	40	27	Central Election Commission	https://en.wikipedia.org/wiki/Central_Election_Commission_of_the_Russian_Federation
2018-03-20_00_Vladimir	77	6	Russia	https://en.wikipedia.org/wiki/Russia
2018-03-20_00_Vladimir	113	14	Vladimir Putin	https://en.wikipedia.org/wiki/Vladimir_Putin
2018-03-20_00_Vladimir	151	22	presidential elections	https://en.wikipedia.org/wiki/Russian_presidential_election,_2018
2018-03-20_00_Vladimir	511	13	United Russia	https://en.wikipedia.org/wiki/United_Russia
2018-03-20_00_Vladimir	552	14	Pavel Grudinin	https://en.wikipedia.org/wiki/Pavel_Grudinin
2018-03-20_00_Vladimir	590	15	Communist Party	https://en.wikipedia.org/wiki/Communist_Party_of_the_Russian_Federation
2018-03-20_00_Vladimir	790	17	Manezhnaya Square	https://en.wikipedia.org/wiki/Manezhnaya_Square,_Moscow
2018-03-20_00_Vladimir	811	6	Moscow	https://en.wikipedia.org/wiki/Moscow
2018-03-20_00_Vladimir	1142	4	CCTV	https://en.wikipedia.org/wiki/CCTV
2018-03-20_00_Vladimir	1173	15	ballot stuffing	https://en.wikipedia.org/wiki/ballot_stuffing
2018-03-20_00_Vladimir	1264	16	The Moscow Times	https://en.wikipedia.org/wiki/The_Moscow_Times
2018-03-20_00_Vladimir	1403	4	OSCE	https://en.wikipedia.org/wiki/Organization_for_Security_and_Co-operation_in_Europe
2018-03-20_00_Vladimir	1681	19	President of Russia	https://en.wikipedia.org/wiki/President_of_Russia
2018-03-20_00_Vladimir	1769	15	Dmitry Medvedev	https://en.wikipedia.org/wiki/Dmitry_Medvedev
2018-03-21_00_Kenyan	38	5	Kenya	https://en.wikipedia.org/wiki/Kenya
2018-03-21_00_Kenyan	46	21	Ol Pejeta Conservancy	https://en.wikipedia.org/wiki/Ol_Pejeta_Conservancy
2018-03-21_00_Kenyan	112	20	northern white rhino	https://en.wikipedia.org/wiki/northern_white_rhino
2018-03-21_00_Kenyan	134	5	Sudan	https://en.wikipedia.org/wiki/Sudan_(rhinoceros)
2018-03-21_00_Kenyan	718	11	South Sudan	https://en.wikipedia.org/wiki/South_Sudan
2018-03-21_00_Kenyan	868	16	Dvůr Králové Zoo	https://en.wikipedia.org/wiki/Dv%C5%AFr_Kr%C3%A1lov%C3%A9_Zoo
2018-03-21_00_Kenyan	888	14	Czech Republic	https://en.wikipedia.org/wiki/Czech_Republic
2018-03-21_00_Kenyan	1359	22	in-vitro fertilisation	https://en.wikipedia.org/wiki/in-vitro_fertilisation
2018-03-21_00_Kenyan	1495	20	southern white rhino	https://en.wikipedia.org/wiki/southern_white_rhino
2018-03-21_00_Kenyan	1579	6	Tinder	https://en.wikipedia.org/wiki/Tinder_(app)
2018-03-21_00_Kenyan	1789	3	Zoo	https://en.wikipedia.org/wiki/San_Diego_Zoo
2018-03-21_00_Kenyan	1794	2	US	https://en.wikipedia.org/wiki/United_States
2018-03-21_00_Kenyan	2120	25	World Wildlife Foundation	https://en.wikipedia.org/wiki/World_Wildlife_Foundation
2018-03-21_01_Uber	42	13	United States	https://en.wikipedia.org/wiki/United_States
2018-03-21_01_Uber	77	4	Uber	https://en.wikipedia.org/wiki/Uber
2018-03-21_01_Uber	123	16	self-driving car	https://en.wikipedia.org/wiki/autonomous_car
2018-03-21_01_Uber	219	5	Tempe	https://en.wikipedia.org/wiki/Tempe,_Arizona
2018-03-21_01_Uber	226	7	Arizona	https://en.wikipedia.org/wiki/Arizona
2018-03-21_01_Uber	317	7	Phoenix	https://en.wikipedia.org/wiki/Phoenix,_Arizona
2018-03-21_01_Uber	342	10	Pittsburgh	https://en.wikipedia.org/wiki/Pittsburgh
2018-03-21_01_Uber	354	13	San Francisco	https://en.wikipedia.org/wiki/San_Francisco
2018-03-21_01_Uber	373	7	Toronto	https://en.wikipedia.org/wiki/Toronto
2018-03-21_01_Uber	382	6	Canada	https://en.wikipedia.org/wiki/Canada
2018-03-21_01_Uber	820	10	local time	https://en.wikipedia.org/wiki/Mountain_Standard_Time
2018-03-21_01_Uber	832	3	UTC	https://en.wikipedia.org/wiki/UTC
2018-03-21_01_Uber	973	5	Volvo	https://en.wikipedia.org/wiki/Volvo
2018-03-21_01_Uber	1033	15	police in Tempe	https://en.wikipedia.org/wiki/Tempe_Police_Department
2018-03-21_01_Uber	1059	23	San Francisco Chronicle	https://en.wikipedia.org/wiki/San_Francisco_Chronicle
2018-03-21_01_Uber	2017	3	SUV	https://en.wikipedia.org/wiki/SUV
2018-03-22_00_Sydney	42	6	Sydney	https://en.wikipedia.org/wiki/Sydney
2018-03-22_00_Sydney	50	9	Australia	https://en.wikipedia.org/wiki/Australia
2018-03-22_00_Sydney	139	14	Sydney Airport	https://en.wikipedia.org/wiki/Sydney_Airport
2018-03-22_00_Sydney	327	32	Australian Bureau of Meteorology	https://en.wikipedia.org/wiki/Australian_Bureau_of_Meteorology
2018-03-22_00_Sydney	739	11	Weatherzone	https://en.wikipedia.org/wiki/Weatherzone
2018-03-22_00_Sydney	1322	6	Tathra	https://en.wikipedia.org/wiki/Tathra,_New_South_Wales
2018-03-22_00_Sydney	1334	4	Bega	https://en.wikipedia.org/wiki/Bega,_New_South_Wales
2018-03-22_00_Sydney	1350	15	New South Wales	https://en.wikipedia.org/wiki/New_South_Wales
2018-03-22_00_Sydney	1454	12	The Guardian	https://en.wikipedia.org/wiki/The_Guardian
2018-03-24_00_Charles	39	15	Charles Lazarus	https://en.wikipedia.org/wiki/Charles_Lazarus
2018-03-24_00_Charles	71	13	United States	https://en.wikipedia.org/wiki/United_States
2018-03-24_00_Charles	98	11	"Toys ""R"" Us"	https://en.wikipedia.org/wiki/Toys_%22R%22_Us
2018-03-24_00_Charles	119	9	Manhattan	https://en.wikipedia.org/wiki/Manhattan
2018-03-24_00_Charles	130	8	New York	https://en.wikipedia.org/wiki/New_York_City
2018-03-24_00_Charles	140	8	New York	https://en.wikipedia.org/wiki/New_York
2018-03-24_00_Charles	1107	3	CNN	https://en.wikipedia.org/wiki/CNN
2018-03-25_00_Culture	206	7	Toronto	https://en.wikipedia.org/wiki/Toronto
2018-03-25_00_Culture	216	21	Westin Harbour Castle	https://en.wikipedia.org/wiki/Westin_Harbour_Castle_Hotel
2018-03-25_00_Culture	239	6	Canada	https://en.wikipedia.org/wiki/Canada
2018-03-25_00_Culture	256	5	furry	https://en.wikipedia.org/wiki/furry_fandom
2018-03-28_00_K	38	11	South Korea	https://en.wikipedia.org/wiki/South_Korea
2018-03-28_00_K	52	9	TOP Media	https://en.wikipedia.org/wiki/TOP_Media
2018-03-28_00_K	105	10	Seo Minwoo	https://en.wikipedia.org/wiki/Seo_Minwoo
2018-03-28_00_K	132	5	K-pop	https://en.wikipedia.org/wiki/K-pop
2018-03-28_00_K	143	4	100%	https://en.wikipedia.org/wiki/100%25
2018-03-28_00_K	194	5	Seoul	https://en.wikipedia.org/wiki/Seoul
2018-03-28_00_K	359	7	Gangnam	https://en.wikipedia.org/wiki/Gangnam
2018-03-28_00_K	579	7	Sharp 3	https://en.wikipedia.org/wiki/ko:%EB%B0%98%EC%98%AC%EB%A6%BC_3
2018-03-28_00_K	618	14	The King and I	https://en.wikipedia.org/wiki/The_King_and_I_(TV_series)
2018-03-28_00_K	1010	5	Japan	https://en.wikipedia.org/wiki/Japan
2018-03-28_01_US	48	23	Pulse Nightclub shooter	https://en.wikipedia.org/wiki/Orlando_nightclub_shooting
2018-03-28_01_US	72	11	Omar Mateen	https://en.wikipedia.org/wiki/Omar_Mateen
2018-03-28_01_US	211	31	Federal Bureau of Investigation	https://en.wikipedia.org/wiki/Federal_Bureau_of_Investigation
2018-03-28_01_US	435	5	Pulse	https://en.wikipedia.org/wiki/Pulse_nightclub
2018-03-28_01_US	467	7	Orlando	https://en.wikipedia.org/wiki/Orlando,_Florida
2018-03-28_01_US	476	7	Florida	https://en.wikipedia.org/wiki/Florida
2018-03-28_01_US	543	4	LGBT	https://en.wikipedia.org/wiki/LGBT
2018-03-28_01_US	614	4	ISIS	https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant
2018-03-28_01_US	635	20	Abu Bakr al-Baghdadi	https://en.wikipedia.org/wiki/Abu_Bakr_al-Baghdadi
2018-03-28_01_US	678	3	911	https://en.wikipedia.org/wiki/9-1-1
2018-03-28_01_US	756	4	SWAT	https://en.wikipedia.org/wiki/SWAT
2018-03-28_01_US	822	19	aiding and abetting	https://en.wikipedia.org/wiki/aiding_and_abetting
2018-03-28_01_US	876	22	obstruction of justice	https://en.wikipedia.org/wiki/obstruction_of_justice
2018-03-28_01_US	1850	10	Brady Rule	https://en.wikipedia.org/wiki/Brady_disclosure
2018-03-28_01_US	1882	13	Paul G. Byron	https://en.wikipedia.org/wiki/Paul_G._Byron
2018-03-28_01_US	2188	6	Turkey	https://en.wikipedia.org/wiki/Turkey
2018-03-28_01_US	2199	11	Afghanistan	https://en.wikipedia.org/wiki/Afghanistan
2018-03-28_01_US	2287	3	US$	https://en.wikipedia.org/wiki/United_States_dollar
2018-03-28_01_US	2342	9	Pakistani	https://en.wikipedia.org/wiki/Pakistan
2018-03-28_02_Toronto	53	7	Toronto	https://en.wikipedia.org/wiki/Toronto
2018-03-28_02_Toronto	61	7	Comicon	https://en.wikipedia.org/wiki/Toronto_Comicon
2018-03-28_02_Toronto	78	7	Ontario	https://en.wikipedia.org/wiki/Ontario
2018-03-28_02_Toronto	87	6	Canada	https://en.wikipedia.org/wiki/Canada
2018-03-28_02_Toronto	292	14	Joonas Suotamo	https://en.wikipedia.org/wiki/Joonas_Suotamo
2018-03-28_02_Toronto	336	9	Star Wars	https://en.wikipedia.org/wiki/Star_Wars
2018-03-28_02_Toronto	347	13	Mitch Pileggi	https://en.wikipedia.org/wiki/Mitch_Pileggi
2018-03-28_02_Toronto	364	11	The X-Files	https://en.wikipedia.org/wiki/The_X-Files
2018-03-28_02_Toronto	377	11	Mara Wilson	https://en.wikipedia.org/wiki/Mara_Wilson
2018-03-28_02_Toronto	392	7	Matilda	https://en.wikipedia.org/wiki/Matilda_(1996_film)
2018-03-28_02_Toronto	402	17	Eugene Brave Rock	https://en.wikipedia.org/wiki/Eugene_Brave_Rock
2018-03-28_02_Toronto	423	12	Wonder Woman	https://en.wikipedia.org/wiki/Wonder_Woman_(2017_film)
2018-03-28_02_Toronto	437	13	Megan Follows	https://en.wikipedia.org/wiki/Megan_Follows
2018-03-28_02_Toronto	454	20	Anne of Green Gables	https://en.wikipedia.org/wiki/Anne_of_Green_Gables_(1985_film)
2018-03-28_02_Toronto	476	5	Reign	https://en.wikipedia.org/wiki/Reign_(TV_series)
2018-03-28_02_Toronto	488	13	Marina Sirtis	https://en.wikipedia.org/wiki/Marina_Sirtis
2018-03-28_02_Toronto	505	30	Star Trek: The Next Generation	https://en.wikipedia.org/wiki/Star_Trek:_The_Next_Generation
2018-03-28_02_Toronto	660	15	Game of Thrones	https://en.wikipedia.org/wiki/Game_of_Thrones
2018-03-28_02_Toronto	677	14	Kristian Nairn	https://en.wikipedia.org/wiki/Kristian_Nairn
2018-03-28_02_Toronto	882	7	Pokemon	https://en.wikipedia.org/wiki/Pokemon
2018-03-28_02_Toronto	900	5	Eevee	https://en.wikipedia.org/wiki/Eevee
2018-03-28_02_Toronto	2268	7	fursuit	https://en.wikipedia.org/wiki/fursuit
2018-03-28_02_Toronto	2281	15	ring-tailed cat	https://en.wikipedia.org/wiki/ring-tailed_cat
2018-03-28_02_Toronto	2716	11	Sailor Moon	https://en.wikipedia.org/wiki/Sailor_Moon_(character)
2018-03-28_02_Toronto	2865	11	Sailor Moon	https://en.wikipedia.org/wiki/Sailor_Moon
2018-03-30_00_United	24	17	St. Mary's County	https://en.wikipedia.org/wiki/St._Mary%27s_County,_Maryland
2018-03-30_00_United	42	16	Sheriff's Office	https://en.wikipedia.org/wiki/St._Mary%27s_County_Sheriff%27s_Office
2018-03-30_00_United	132	3	911	https://en.wikipedia.org/wiki/9-1-1
2018-03-30_00_United	180	23	Great Mills High School	https://en.wikipedia.org/wiki/Great_Mills_High_School
2018-03-30_00_United	214	8	Maryland	https://en.wikipedia.org/wiki/Maryland
2018-03-30_00_United	224	13	United States	https://en.wikipedia.org/wiki/United_States
2018-03-30_00_United	481	5	Glock	https://en.wikipedia.org/wiki/Glock
2018-03-30_00_United	505	10	local time	https://en.wikipedia.org/wiki/Eastern_Daylight_Time
2018-03-30_00_United	522	3	UTC	https://en.wikipedia.org/wiki/UTC
2018-03-30_00_United	734	23	school resource officer	https://en.wikipedia.org/wiki/school_resource_officer
2018-03-30_00_United	1534	10	brain dead	https://en.wikipedia.org/wiki/brain_dead
2018-03-30_00_United	1897	19	March for Our Lives	https://en.wikipedia.org/wiki/March_for_Our_Lives
2018-03-30_00_United	1961	37	Stoneman Douglas High School shooting	https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting
2018-03-30_00_United	2002	7	Florida	https://en.wikipedia.org/wiki/Florida
2018-03-30_00_United	2070	16	Washington, D.C.	https://en.wikipedia.org/wiki/Washington,_D.C.
2018-03-30_00_United	2167	4	Time	https://en.wikipedia.org/wiki/Time_(magazine)
2018-03-30_00_United	2634	4	WTTG	https://en.wikipedia.org/wiki/WTTG
2018-03-30_00_United	2852	7	tweeted	https://en.wikipedia.org/wiki/Twitter
2018-03-30_00_United	2887	36	Marjory Stoneman Douglas High School	https://en.wikipedia.org/wiki/Marjory_Stoneman_Douglas_High_School
2018-03-30_00_United	2934	11	Great Mills	https://en.wikipedia.org/wiki/Great_Mills,_Maryland
2018-03-30_00_United	2965	19	Saint Mary's County	https://en.wikipedia.org/wiki/Saint_Mary%27s_County
2018-03-30_00_United	2994	5	miles	https://en.wikipedia.org/wiki/mile
2018-03-30_00_United	3005	10	kilometers	https://en.wikipedia.org/wiki/kilometre
2018-03-30_01_North	35	11	North Korea	https://en.wikipedia.org/wiki/North_Korea
2018-03-30_01_North	51	11	South Korea	https://en.wikipedia.org/wiki/South_Korea
2018-03-30_01_North	217	23	Ministry of Unification	https://en.wikipedia.org/wiki/Ministry_of_Unification
2018-03-30_01_North	330	58	Committee for the Peaceful Reunification of the Fatherland	https://en.wikipedia.org/wiki/Committee_for_the_Peaceful_Reunification_of_the_Fatherland
2018-03-30_01_North	950	11	Kim Jong-un	https://en.wikipedia.org/wiki/Kim_Jong-un
2018-03-30_01_North	990	11	Moon Jae-in	https://en.wikipedia.org/wiki/Moon_Jae-in
2018-03-30_01_North	1076	4	2000	https://en.wikipedia.org/wiki/2000_inter-Korean_summit
2018-03-30_01_North	1085	4	2007	https://en.wikipedia.org/wiki/2007_inter-Korean_summit
2018-03-30_01_North	1208	24	Inter-Korean Peace House	https://en.wikipedia.org/wiki/Inter-Korean_Peace_House
2018-03-31_00_Australian	40	37	Board of Control for Cricket in India	https://en.wikipedia.org/wiki/Board_of_Control_for_Cricket_in_India
2018-03-31_00_Australian	95	10	Australian	https://en.wikipedia.org/wiki/Australia
2018-03-31_00_Australian	106	10	cricketers	https://en.wikipedia.org/wiki/Cricket
2018-03-31_00_Australian	117	12	David Warner	https://en.wikipedia.org/wiki/David_Warner_(cricketer)
2018-03-31_00_Australian	134	11	Steve Smith	https://en.wikipedia.org/wiki/Steve_Smith_(cricketer)
2018-03-31_00_Australian	175	21	Indian Premier League	https://en.wikipedia.org/wiki/Indian_Premier_League
2018-03-31_00_Australian	213	23	ball tampering incident	https://en.wikipedia.org/wiki/2018_Australian_ball-tampering_scandal
2018-03-31_00_Australian	242	9	Cape Town	https://en.wikipedia.org/wiki/Cape_Town
2018-03-31_00_Australian	270	12	South Africa	https://en.wikipedia.org/wiki/South_Africa
2018-03-31_00_Australian	354	20	Indian Supreme Court	https://en.wikipedia.org/wiki/Indian_Supreme_Court
2018-03-31_00_Australian	393	17	Cricket Australia	https://en.wikipedia.org/wiki/Cricket_Australia
2018-03-31_00_Australian	631	16	Cameron Bancroft	https://en.wikipedia.org/wiki/Cameron_Bancroft_(cricketer)
2018-03-31_00_Australian	989	16	Rajasthan Royals	https://en.wikipedia.org/wiki/Rajasthan_Royals
2018-03-31_00_Australian	1011	19	Sunrisers Hyderabad	https://en.wikipedia.org/wiki/Sunrisers_Hyderabad
2018-03-31_00_Australian	1231	6	Indian	https://en.wikipedia.org/wiki/India
2018-03-31_00_Australian	1246	14	Ajinkya Rahane	https://en.wikipedia.org/wiki/Ajinkya_Rahane
2018-03-31_00_Australian	1331	15	Kane Williamson	https://en.wikipedia.org/wiki/Kane_Williamson
2018-03-31_00_Australian	1538	9	Hyderabad	https://en.wikipedia.org/wiki/Hyderabad,_India
2018-03-31_00_Australian	1590	16	Cameron Bancroft	https://en.wikipedia.org/wiki/Cameron_Bancroft_(cricketer)
2018-03-31_00_Australian	2467	19	Richard Illingworth	https://en.wikipedia.org/wiki/Richard_Illingworth
2018-03-31_00_Australian	2491	11	Nigel Llong	https://en.wikipedia.org/wiki/Nigel_Llong
2018-03-31_00_Australian	3305	29	International Cricket Council	https://en.wikipedia.org/wiki/International_Cricket_Council
2018-03-31_00_Australian	3875	9	Tim Paine	https://en.wikipedia.org/wiki/Tim_Paine
