conversation id,turn count (which turn in this conversation),prompt,all instructions,instruction count,question topic,LLM capability tested,image 1,image 2,image 3,image 4,image 5,auto eval metric weights,Creativity Gemini,Richness Gemini,Visual Perception Gemini,Logical Coherence Gemini,Answer Accuracy Gemini,Image Relationship Understanding Gemini,Instruction Following Gemini,Overall score Gemini,Programmatic Instruction Following Gemini,Creativity GPT-4o,Richness GPT-4o,Visual Perception GPT-4o,Logical Coherence GPT-4o,Answer Accuracy GPT-4o,Image Relationship Understanding GPT-4o,Instruction Following GPT-4o,Overall score GPT-4o,Programmatic Instruction Following GPT-4o,Creativity Sonnet,Richness Sonnet,Visual Perception Sonnet,Logical Coherence Sonnet,Answer Accuracy Sonnet,Image Relationship Understanding Sonnet,Instruction Following Sonnet,Overall score Sonnet,Programmatic Instruction Following Sonnet,"Preference: 1 for Gemini, 0 for GPT-4o","Preference: 1 for Gemini, 0 for Sonnet","Preference: 1 for Sonnet, 0 for GPT-4o"
15,14,"Which elements in Image2 and Image4 may 
symbolize religious or mythological 
themes, and how do these elements 
differ or align?","Instruction: End every sentence with a 
exclamation mark (!). Instruction: Make 
all the following responses no more 
than 4 sentences. Instruction: Include 
at least one even number in the range 
bigger than 5 in each of your 
responses. Instruction: Use the word 
'per se' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Start every sentence with 
the letter (B).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,8,8,9,7,0.2857142857,3,4,6,7,6,7,9,5,0.5714285714,4,5,6,6,5,6,8,5,0.8571428571,1,1,1
15,15,"Compare the emotional expressions of 
the figures in Image1 and Image4 to 
those in Image3. How do the artists 
convey different emotions?","Instruction: End every sentence with a 
exclamation mark (!). Instruction: Make 
all the following responses no more 
than 4 sentences. Instruction: Include 
at least one even number in the range 
bigger than 5 in each of your 
responses. Instruction: Use the word 
'per se' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Start every sentence with 
the letter (B).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,4,5,7,6,7,7,7,6,0.4285714286,5,7,8,6,8,8,9,7,0.5714285714,6,5,6,7,6,7,8,6,0.8571428571,0,0,0
15,16,"How do the backgrounds in Image1 and 
Image4 enhance the overall narrative or 
story being told in each artwork?","Instruction: End every sentence with a 
exclamation mark (!). Instruction: Make 
all the following responses no more 
than 4 sentences. Instruction: Include 
at least one even number in the range 
bigger than 5 in each of your 
responses. Instruction: Use the word 
'per se' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Start every sentence with 
the letter (B).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,6,8,7,7,8,9,7,0.4285714286,3,5,6,6,6,6,10,6,0.5714285714,5,6,7,7,6,7,9,7,0.8571428571,1,0,1
15,17,"What are the similarities and 
differences in the use of color and 
light in Image1 and Image2?","Instruction: End every sentence with a 
exclamation mark (!). Instruction: Make 
all the following responses no more 
than 4 sentences. Instruction: Include 
at least one even number in the range 
bigger than 5 in each of your 
responses. Instruction: Use the word 
'per se' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Start every sentence with 
the letter (B).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,4,6,7,7,7,8,5,6,0.4285714286,5,6,8,6,7,8,9,7,0.5714285714,4,5,6,6,6,6,7,6,0.8571428571,0,0,0
15,18,"Describe the composition and 
arrangement of figures in Image3 and 
Image4. How does each artist direct the 
viewer’s attention?","Instruction: End every sentence with a 
exclamation mark (!). Instruction: Make 
all the following responses no more 
than 4 sentences. Instruction: Include 
at least one even number in the range 
bigger than 5 in each of your 
responses. Instruction: Use the word 
'per se' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Start every sentence with 
the letter (B).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,4,5,8,8,8,8,6,6,0.4285714286,4,5,8,7,8,7,6,6,0.5714285714,5,6,7,8,7,7,8,7,0.8571428571,0,0,1
15,19,"Examine the depiction of female figures 
in Image2 and Image4. How are these 
figures idealized or portrayed 
differently?","Instruction: End every sentence with a 
exclamation mark (!). Instruction: Make 
all the following responses no more 
than 4 sentences. Instruction: Include 
at least one even number in the range 
bigger than 5 in each of your 
responses. Instruction: Use the word 
'per se' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Start every sentence with 
the letter (B).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,7,6,7,0.2857142857,6,5,7,6,7,7,7,6,0.5714285714,5,5,7,7,6,7,9,6,0.8571428571,0,0,1
15,20,"In artworks like Image1 and Image3, 
where classical themes are depicted, 
what are the potential symbolic 
meanings of the actions or activities 
happening in the scenes?","Instruction: End every sentence with a 
exclamation mark (!). Instruction: Make 
all the following responses no more 
than 4 sentences. Instruction: Include 
at least one even number in the range 
bigger than 5 in each of your 
responses. Instruction: Use the word 
'per se' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Start every sentence with 
the letter (B).",6,Knowledge-Based Reasoning,Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,8,8,7,8,10,7,0.4285714286,5,6,7,6,7,8,9,7,0.5714285714,4,5,6,7,6,6,8,6,0.8571428571,1,1,0
16,1,"Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. What activity 
are the individuals in the Image1 
engaged in, which is characterized by 
rhythmic and fast-paced footwork?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses.",1,Knowledge-Based Reasoning,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,6,3,6,1,6,7,8,8,8,6,8,7,0,5,6,7,7,8,6,8,7,1,1,0,1
16,2,"Instruction: End every sentence with a 
exclamation mark (!). Describe the 
attire of the participants in the 
Image1. How does their clothing 
complement the activity they are 
performing?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!).",2,Visual Object Reasoning,Visual Object Description,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,7,7,7,0.5,4,5,7,8,6,6,10,6,0.5,5,6,8,6,6,7,9,6,1,1,0,1
16,3,"Instruction: Use the word 'itself' at 
least once in all future responses. 
Considering the cultural significance 
of the activity depicted in the Image1, 
how might it contribute to preserving 
the traditional customs and heritage of 
the Philippines?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses.",3,model error,Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,6,6,6,8,7,6,8,7,0.6666666667,6,5,6,8,7,6,8,7,0.6666666667,5,6,6,8,6,6,7,6,1,1,0,1
16,4,"Instruction: Only use responses to 
question where each sentence in the 
response is at most 18 words in all 
future responses. What types of 
emotional expressions can be identified 
in the Image2, particularly on the main 
figure in the forefront?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses.",4,Visual Object Description',Visual Object Description,,,,,,1 1 1 1 1 1 1 1 20,4,3,6,7,6,8,9,6,0.25,4,5,6,8,6,6,8,6,0.75,5,6,8,8,8,6,6,7,1,0,0,1
16,5,"How does the composition of people in 
the Image2 contribute to the overall 
dynamic and energy of the scene?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses.",4,Creativity,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,4,5,6,8,7,6,10,6,0.5,5,6,7,8,8,7,9,7,0.75,4,5,7,6,7,6,8,6,1,0,0,0
16,6,"What symbolic meanings might be 
inferred from the attire and posture of 
the individuals in the Image2?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses.",4,Visual Object Reasoning,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,4,6,7,6,8,7,6,0.25,3,4,7,6,6,6,8,5,0.75,4,5,7,6,6,6,9,5,1,0,0,1
16,7,"What types of movements or actions can 
you observe in Image1 and Image2?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses.",4,Visual Comparative Analysis,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,2,3,5,4,4,5,3,4,0.25,4,5,7,8,6,8,9,6,0.75,3,4,7,6,7,5,9,6,0.75,0,0,0
16,8,"Instruction: Make all the following 
responses no more than 4 sentences. How 
do the people featured in Image1 and 
Image2 express themselves through their 
respective performances?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences.",5,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,7,8,8,8,8,8,6,7,0.4,4,5,8,8,8,7,10,7,0.8,3,4,6,7,7,7,9,6,0.6,0,1,0
16,9,"Compare the cultural or national 
significance that might be associated 
with Image1 and Image2.","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences.",5,Visual Comparative Analysis',Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,4,5,6,7,6,7,6,6,0.6,5,6,8,8,8,8,9,7,0.8,5,6,7,8,7,8,10,7,0.8,0,0,0
16,10,"Instruction: Start every sentence with 
the letter (S). In what ways do the 
dances in Image1 and Image2 seem to 
involve coordination and teamwork?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences. 
Instruction: Start every sentence with 
the letter (S).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,4,6,7,6,5,9,6,0.5,3,5,7,8,6,7,6,6,0.8333333333,4,5,7,8,7,7,6,6,0.6666666667,0,0,0
16,11,"What elements in Image1 and Image2 
indicate that the events are 
performances?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences. 
Instruction: Start every sentence with 
the letter (S).",6,Visual Comparative Analysis,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,6,6,6,0.3333333333,6,6,8,8,8,8,7,7,0.8333333333,3,4,5,6,5,6,9,5,0.6666666667,0,1,0
16,12,"How might the attire of the individuals 
in Image1 and Image2 contribute to the 
overall impact of their performances?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences. 
Instruction: Start every sentence with 
the letter (S).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,6,8,8,8,7,6,7,0.5,5,6,7,8,7,7,9,7,0.8333333333,3,4,6,7,6,7,9,5,0.6666666667,0,1,0
16,13,"Discuss how different emotions might be 
conveyed through the dance in Image1 
compared to the dance in Image2.","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences. 
Instruction: Start every sentence with 
the letter (S).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,1,1,1,2,1,1,1,1,0.5,5,6,7,6,7,7,4,6,0.8333333333,3,4,6,6,7,7,9,5,0.6666666667,0,0,0
16,14,"What can you infer about the energy 
levels required for the performances in 
Image1 and Image2?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences. 
Instruction: Start every sentence with 
the letter (S).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,1,1,2,1,1,2,1,1,0.5,5,6,8,8,8,8,6,7,0.8333333333,4,8,8,10,9,9,10,8,0.5,0,0,1
16,15,"Identify the possible significance of 
the props or lack thereof in the 
settings of Image1 and Image2.","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences. 
Instruction: Start every sentence with 
the letter (S).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,6,8,8,8,8,7,7,0.5,5,6,8,8,8,8,9,7,0.8333333333,3,4,6,7,6,7,6,5,0.6666666667,0,1,0
16,16,"How do the environments in which the 
dances in Image1 and Image2 take place 
enhance or influence the performances?","Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
End every sentence with a exclamation 
mark (!). Instruction: Use the word 
'itself' at least once in all future 
responses. Instruction: Only use 
responses to question where each 
sentence in the response is at most 18 
words in all future responses. 
Instruction: Make all the following 
responses no more than 4 sentences. 
Instruction: Start every sentence with 
the letter (S).",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,7,6,7,4,6,0.5,3,4,6,6,7,6,7,5,0.8333333333,3,4,7,8,6,7,9,6,0.5,0,0,0
17,1,"Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Describe the types of 
natural features visible in the Image1.","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses.",1,Visual Object Description,Visual Object Description,,,,,,1 1 1 1 1 1 1 1 20,5,7,8,8,8,6,10,7,1,5,7,8,8,8,6,10,7,1,5,6,8,9,8,6,9,7,1,0.5,1,0
17,2,"Instruction: End every sentence with a 
question mark (?). Discuss the 
potential significance of the landscape 
depicted in the Image1 on the local 
wildlife.","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?).",2,Knowledge-Based Reasoning,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,6,9,7,0.5,5,6,8,8,7,7,6,6,0,6,7,8,8,8,6,10,7,0.5,1,0,1
17,3,"Instruction: Make all the following 
responses no more than 4 sentences. 
What emotional response does the 
scenery in the Image1 evoke, and why 
might it affect viewers in this way?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences.",3,Visual Object Reasoning,Creativity,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,6,3,5,0.3333333333,2,4,7,9,7,6,3,5,0.3333333333,5,6,7,8,7,6,3,6,0.6666666667,1,0,1
17,4,"Instruction: Start every sentence with 
the letter (S). Describe the primary 
natural features visible in the Image2.","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S).",4,Visual Object Description,Visual Object Description,,,,,,1 1 1 1 1 1 1 1 20,3,4,6,7,6,6,1,4,0.5,2,3,6,8,7,6,9,5,0.5,3,4,6,6,6,6,4,5,0.75,0,0,0
17,5,"Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. What types of 
structures or buildings can you see in 
the Image2, and how do they contribute 
to the overall scenery?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses.",5,Visual Object Description,Visual Object Description,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,6,8,7,0.4,5,6,7,8,7,6,8,7,0.4,5,6,8,7,7,6,7,7,0.6,0.5,0,1
17,6,"Instruction: Use the word 'like' at 
least once in all future responses. How 
might the elements present in the 
Image2 attract tourists to the 
location?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Object Reasoning,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,7,7,6,8,7,0.5,6,5,8,7,8,6,8,7,0.6666666667,5,6,7,8,7,6,8,7,0.6666666667,0,0,0
17,7,"How does the landscape in Image1 differ 
from that in Image2?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,6,7,8,8,8,8,7,7,0.6666666667,5,6,7,8,7,7,8,7,0.5,6,7,8,8,8,8,10,8,0.6666666667,1,0,1
17,8,"What activities might people enjoy on 
Image1 and Image2 based on the visible 
geography?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Knowledge-Based Reasoning,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,8,7,7,8,9,7,0.5,5,6,8,8,8,8,7,7,0.3333333333,6,7,8,7,8,8,9,7,0.6666666667,1,0,1
17,9,"Compare the natural elements visible in 
Image1 and Image2.","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,6,6,8,8,8,8,10,8,0.6666666667,6,6,8,7,8,7,8,7,0.5,6,7,8,8,8,8,9,8,0.5,1,1,1
17,10,"What might be the importance of the 
coastal region in Image1 as opposed to 
the coastal region in Image2?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,8,9,7,0.6666666667,6,5,4,5,4,5,8,5,0.5,2,3,1,2,2,2,4,3,0.3333333333,1,1,0
17,11,"How do the central mountainous regions 
in Image1 and the hilly areas in Image2 
impact the local climate and 
biodiversity?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Comparative Analysis,Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,7,8,7,8,9,7,0.6666666667,6,6,7,7,7,8,8,7,0.3333333333,5,6,7,7,6,7,8,6,0.5,1,1,0
17,12,"Discuss the possible ways in which the 
communities in Image1 and Image2 
utilize their natural resources.","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Knowledge-Based Reasoning,Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,8,8,8,9,10,8,0.6666666667,5,6,8,7,8,8,7,7,0.3333333333,6,7,8,8,7,8,9,7,0.3333333333,1,1,1
17,13,"How might agriculture differ between 
the landscapes shown in Image1 and 
Image2?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,5,6,8,8,8,9,10,7,0.6666666667,5,6,7,8,7,8,9,7,0.5,7,7,8,8,8,8,10,8,0.3333333333,1,1,1
17,14,"What are the possible cultural or 
historical significances of the regions 
shown in Image1 and Image2?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Knowledge-Based Reasoning,Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,7,6,7,8,6,8,10,8,0.6666666667,5,6,8,8,6,8,10,7,0.5,6,7,8,8,7,8,1,5,0.3333333333,1,1,0
17,15,"What kinds of wildlife might thrive in 
the environments depicted in Image1 and 
Image2?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Knowledge-Based Reasoning,Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,6,7,8,8,8,8,9,8,0.6666666667,6,7,8,7,8,8,8,7,0.5,5,6,7,8,7,8,6,7,0.3333333333,1,1,0
17,16,"How might the presence of water bodies 
influence life and activities in Image1 
and Image2?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Comparative Analysis,Visual Object Reasoning,,,,,,1 1 1 1 1 1 1 1 20,6,8,8,9,9,9,7,7,0.8333333333,5,6,7,8,8,8,10,8,0.5,6,7,7,8,7,8,8,7,0.5,1,1,0
17,17,"How could tourism be impacted by the 
natural scenery seen in Image1 and 
Image2?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Comparative Analysis,Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,5,6,8,8,7,8,10,7,0.8333333333,5,6,8,7,7,8,6,7,0.5,6,7,8,7,8,8,7,7,0.5,1,1,1
17,18,"In what ways do the geological features 
in Image1 and Image2 contribute to 
their respective islands' identities?","Instruction: Only use responses to 
question where each sentence in the 
response is at least 18 words in all 
future responses. Instruction: End 
every sentence with a question mark 
(?). Instruction: Make all the 
following responses no more than 4 
sentences. Instruction: Start every 
sentence with the letter (S). 
Instruction: Include at least one even 
number in the range bigger than 5 in 
each of your responses. Instruction: 
Use the word 'like' at least once in 
all future responses.",6,Visual Comparative Analysis,Visual Comparative Analysis,,,,,,1 1 1 1 1 1 1 1 20,7,6,8,8,7,8,10,8,0.6666666667,6,7,8,7,7,8,8,7,0.5,6,7,8,8,7,8,9,7,0.5,1,1,1
18,1,"Instruction: Start every sentence with 
the letter (S). What are the distinct 
characteristics observed in the flowers 
and leaves of the plant in the Image1?","Instruction: Start every sentence with 
the letter (S).",1,Visual Object Description,Visual Object Description,,,,,,1 1 1 1 1 1 1 1 20,2,3,6,7,7,6,9,5,1,4,5,6,6,6,6,7,6,1,5,6,8,8,8,3,9,6,1,0,0,1
18,2,"Instruction: Make all the following 
responses no more than 4 sentences. 
Describe the time of day the flowers of 
the plant in the Image1 are likely to 
open and close.","Instruction: Start every sentence with 
the letter (S). Instruction: Make all 
the following responses no more than 4 
sentences.",2,Knowledge-Based Reasoning,Knowledge-Based Reasoning,,,,,,1 1 1 1 1 1 1 1 20,3,4,6,7,7,6,6,5,1,4,5,6,7,7,6,3,5,0,4,5,6,7,6,5,5,5,1,1,1,1
18,3,"How tall can the plant in the Image1 
grow, and what is unique about its 
stems?","Instruction: Start every sentence with 
the letter (S). Instruction: Make all 
the following responses no more than 4 
sentences.",2,Knowledge-Based Reasoning,Knowledge Grounding,,,,,,1 1 1 1 1 1 1 1 20,4,7,6,8,8,6,5,6,0.5,2,5,7,8,7,6,10,6,0.5,5,6,6,8,6,8,4,6,1,0,0,1
