,Transferability Metric,Source Dataset,Transferability Metric Score,Test Mean IoU,Target Dataset
432,nleep,scannet,-1.3619112968444824,0.3974407315254211,bdd
433,nleep,coco,-0.8906914591789246,0.5069599151611328,bdd
434,nleep,sunrgbd,-1.2150017023086548,0.4178779125213623,bdd
435,nleep,ade,-0.8516714572906494,0.4860849976539612,bdd
436,nleep,pcontext,-0.9631933569908142,0.4581012725830078,bdd
437,nleep,mapillary,-0.6560207009315491,0.5859153866767883,bdd
438,nleep,city,-0.876291036605835,0.5004068613052368,bdd
439,nleep,idd,-0.7933021187782288,0.5142844319343567,bdd
440,nleep,camvid,-0.9851573705673218,0.4611768126487732,bdd
441,nleep,vkitti2,-1.1810685396194458,0.4469320774078369,bdd
442,nleep,kitti,-1.0472950935363772,0.4585668742656708,bdd
443,nleep,isaid,-1.443972945213318,0.4468397796154022,bdd
444,nleep,pvoc,-1.1931030750274658,0.4575003981590271,bdd
445,nleep,suim,-1.3323255777359009,0.4409498870372772,bdd
446,nleep,vgallery,-1.385324478149414,0.4332362115383148,bdd
447,nleep,isprs,-1.4613258838653564,0.41049924492836,bdd
448,nleep,scannet,-1.6035228967666626,0.2320623993873596,mapillary
449,nleep,coco,-1.2418020963668823,0.2948775291442871,mapillary
450,nleep,sunrgbd,-1.5357075929641724,0.2393669784069061,mapillary
451,nleep,ade,-1.1909266710281372,0.27414900064468384,mapillary
452,nleep,pcontext,-1.3103841543197632,0.26817020773887634,mapillary
453,nleep,city,-1.106931447982788,0.2875230312347412,mapillary
454,nleep,idd,-1.0932104587554932,0.2908155024051666,mapillary
455,nleep,camvid,-1.2271498441696167,0.2549507021903992,mapillary
456,nleep,vkitti2,-1.397571325302124,0.25741392374038696,mapillary
457,nleep,kitti,-1.3078291416168213,0.2554860115051269,mapillary
458,nleep,isaid,-1.6403878927230835,0.26072952151298523,mapillary
459,nleep,pvoc,-1.660567045211792,0.2606019973754883,mapillary
460,nleep,bdd,-1.2391531467437744,0.2824128270149231,mapillary
461,nleep,suim,-1.6052137613296509,0.2561517357826233,mapillary
462,nleep,vgallery,-1.624666452407837,0.2546892762184143,mapillary
463,nleep,isprs,-1.787091612815857,0.2471086084842682,mapillary
464,nleep,scannet,-0.956115186214447,0.3259297311306,sunrgbd
465,nleep,coco,-0.8492607474327087,0.32394856214523315,sunrgbd
466,nleep,ade,-0.9371909499168396,0.3138536214828491,sunrgbd
467,nleep,pcontext,-1.2128663063049316,0.22244088351726526,sunrgbd
468,nleep,mapillary,-1.448269963264465,0.18085160851478574,sunrgbd
469,nleep,city,-1.469881534576416,0.18035291135311127,sunrgbd
470,nleep,idd,-1.4598747491836548,0.17898337543010712,sunrgbd
471,nleep,camvid,-1.485512614250183,0.1808767467737198,sunrgbd
472,nleep,vkitti2,-1.6211507320404053,0.18272536993026733,sunrgbd
473,nleep,kitti,-1.5735939741134644,0.1999163776636124,sunrgbd
474,nleep,isaid,-1.6200851202011108,0.1916503608226776,sunrgbd
475,nleep,pvoc,-1.6037471294403076,0.20057378709316254,sunrgbd
476,nleep,bdd,-1.6278326511383057,0.18214774131774905,sunrgbd
477,nleep,suim,-1.758018970489502,0.2019830346107483,sunrgbd
478,nleep,vgallery,-1.8863193988800049,0.1893861293792725,sunrgbd
479,nleep,isprs,-1.8038525581359863,0.17626352608203888,sunrgbd
480,nleep,coco,-1.118189573287964,0.2238691598176956,scannet
481,nleep,sunrgbd,-1.2283810377120972,0.2443950921297073,scannet
482,nleep,ade,-1.3150783777236938,0.18784499168396,scannet
483,nleep,pcontext,-1.55955171585083,0.14731533825397491,scannet
484,nleep,mapillary,-1.6331268548965454,0.13672104477882385,scannet
485,nleep,city,-1.7116984128952026,0.13296067714691162,scannet
486,nleep,idd,-1.7270883321762085,0.13427282869815824,scannet
487,nleep,camvid,-1.7390220165252686,0.13558366894721985,scannet
488,nleep,vkitti2,-1.7799495458602903,0.13427439332008362,scannet
489,nleep,kitti,-1.8209576606750488,0.13729262351989746,scannet
490,nleep,isaid,-1.8637133836746216,0.1343507468700409,scannet
491,nleep,pvoc,-1.8969422578811648,0.1398753821849823,scannet
492,nleep,bdd,-1.9076597690582275,0.13256442546844482,scannet
493,nleep,suim,-1.9796077013015747,0.13519951701164246,scannet
494,nleep,vgallery,-2.0773067474365234,0.13483598828315735,scannet
495,nleep,isprs,-2.1081244945526123,0.11764591932296753,scannet
496,nleep,scannet,-1.1750890016555786,0.4776470065116882,suim
497,nleep,coco,-0.92885023355484,0.5499356985092163,suim
498,nleep,sunrgbd,-1.1404497623443604,0.4881995022296906,suim
499,nleep,ade,-1.0367461442947388,0.5315997600555421,suim
500,nleep,pcontext,-1.0144873857498171,0.5260260105133057,suim
501,nleep,mapillary,-1.1087591648101809,0.5001450181007385,suim
502,nleep,city,-1.1467307806015017,0.5079548358917236,suim
503,nleep,idd,-1.1385666131973269,0.5263171195983887,suim
504,nleep,camvid,-1.1860730648040771,0.5042344331741333,suim
505,nleep,vkitti2,-1.2295608520507812,0.5284412503242493,suim
506,nleep,kitti,-1.1644957065582275,0.5226122140884399,suim
507,nleep,isaid,-1.1469467878341677,0.5341091752052307,suim
508,nleep,pvoc,-1.0863699913024902,0.5354160070419312,suim
509,nleep,bdd,-1.170703649520874,0.51978600025177,suim
510,nleep,vgallery,-1.174822449684143,0.5112492442131042,suim
511,nleep,isprs,-1.2324864864349363,0.4729554951190949,suim
512,nleep,scannet,-0.9274983406066896,0.5458134412765503,vkitti2
513,nleep,coco,-0.6829636693000793,0.5554596781730652,vkitti2
514,nleep,sunrgbd,-0.8842306137084961,0.5493016242980957,vkitti2
515,nleep,ade,-0.6367073059082031,0.5583362579345703,vkitti2
516,nleep,pcontext,-0.7147629261016846,0.550104558467865,vkitti2
517,nleep,mapillary,-0.5072848200798035,0.5690399408340454,vkitti2
518,nleep,city,-0.6445038318634033,0.5642663836479187,vkitti2
519,nleep,idd,-0.6429987549781799,0.5647382140159607,vkitti2
520,nleep,camvid,-0.7965987324714661,0.5628300905227661,vkitti2
521,nleep,kitti,-0.7233418822288513,0.5572342872619629,vkitti2
522,nleep,isaid,-0.9861157536506652,0.5564932227134705,vkitti2
523,nleep,pvoc,-0.8883411288261414,0.5499657988548279,vkitti2
524,nleep,bdd,-0.6647631525993347,0.5633907914161682,vkitti2
525,nleep,suim,-0.9344811439514159,0.5539441108703613,vkitti2
526,nleep,vgallery,-0.9006134271621704,0.5599456429481506,vkitti2
527,nleep,isprs,-0.9800881147384644,0.5381138920783997,vkitti2
528,nleep,scannet,-0.40519118309021,0.7724939584732056,vgallery
529,nleep,coco,-0.32496756315231323,0.7805051803588867,vgallery
530,nleep,sunrgbd,-0.361505925655365,0.7795549631118774,vgallery
531,nleep,ade,-0.267251193523407,0.7795850038528442,vgallery
532,nleep,pcontext,-0.3084397912025452,0.777569055557251,vgallery
533,nleep,mapillary,-0.3559280335903168,0.7825044393539429,vgallery
534,nleep,city,-0.4282448887825012,0.7756106853485107,vgallery
535,nleep,idd,-0.3805154263973236,0.7802566289901733,vgallery
536,nleep,camvid,-0.462195634841919,0.7796114087104797,vgallery
537,nleep,vkitti2,-0.4076509177684784,0.7770513296127319,vgallery
538,nleep,kitti,-0.3712072372436523,0.7769100069999695,vgallery
539,nleep,isaid,-0.5012552142143251,0.7764548063278198,vgallery
540,nleep,pvoc,-0.4063425660133362,0.7717735767364502,vgallery
541,nleep,bdd,-0.4488029181957245,0.772309422492981,vgallery
542,nleep,suim,-0.45548415184021,0.7694535851478577,vgallery
543,nleep,isprs,-0.4991520941257477,0.7636131644248962,vgallery
544,gbc,sunrgbd,-6.092960474540119,0.4203411638736725,isprs
545,gbc,coco,-4.493465973399063,0.4565313756465912,isprs
546,gbc,ade,-5.571781123557013,0.4453455805778504,isprs
547,gbc,scannet,-6.4866986250906615,0.4221469461917877,isprs
548,gbc,pcontext,-5.048805056983349,0.4495431780815125,isprs
549,gbc,mapillary,-5.340899851377576,0.4501448273658752,isprs
550,gbc,camvid,-5.156446058787969,0.4344685673713684,isprs
551,gbc,pvoc,-5.729567106680151,0.4292912483215332,isprs
552,gbc,idd,-4.916952482197494,0.43382176756858826,isprs
553,gbc,city,-4.8555332653581935,0.4564622938632965,isprs
554,gbc,isaid,-4.256945822833517,0.4944362640380859,isprs
555,gbc,kitti,-4.624500335177482,0.4510539174079895,isprs
556,gbc,bdd,-5.482348241692263,0.4523641467094421,isprs
557,gbc,vkitti2,-5.966385600782317,0.4517599940299988,isprs
558,gbc,suim,-4.532384293639586,0.4439345300197601,isprs
559,gbc,vgallery,-5.438433047087994,0.4303898811340332,isprs
560,gbc,sunrgbd,-8.96060873747556,0.3648094832897186,isaid
561,gbc,coco,-7.498636832468973,0.3897742629051209,isaid
562,gbc,ade,-7.0883032448689045,0.3740013241767883,isaid
563,gbc,scannet,-8.513853808051218,0.3751470446586609,isaid
564,gbc,pcontext,-6.632187125476332,0.3941115736961365,isaid
565,gbc,mapillary,-8.343549570050731,0.3856968879699707,isaid
566,gbc,camvid,-7.675887109452125,0.340665340423584,isaid
567,gbc,pvoc,-8.536428813404463,0.37150999903678894,isaid
568,gbc,idd,-8.646321622058679,0.3871359825134277,isaid
569,gbc,city,-8.374681324528137,0.3564017713069916,isaid
570,gbc,kitti,-8.260455959668088,0.3703555762767792,isaid
571,gbc,bdd,-10.304134886805237,0.37296321988105774,isaid
572,gbc,vkitti2,-8.045284838479919,0.34070298075675964,isaid
573,gbc,suim,-8.963353800820242,0.3906171917915344,isaid
574,gbc,isprs,-7.885593887950397,0.3542763292789459,isaid
575,gbc,vgallery,-8.8718828347452,0.34656187891960144,isaid
576,gbc,sunrgbd,-145.06143708753729,0.22788189351558685,pcontext
577,gbc,coco,-13.200345682905374,0.3932097852230072,pcontext
578,gbc,ade,-33.18600077464885,0.2815335690975189,pcontext
579,gbc,scannet,-182.93568190990624,0.2000553458929062,pcontext
580,gbc,mapillary,-49.844462859105256,0.264154851436615,pcontext
581,gbc,camvid,-111.9762364145637,0.2508440613746643,pcontext
582,gbc,pvoc,-70.82582605687547,0.3578269183635712,pcontext
583,gbc,idd,-82.19763835445245,0.2551575005054474,pcontext
584,gbc,city,-93.50340640076612,0.2516387104988098,pcontext
585,gbc,isaid,-192.97834291113458,0.2616758942604065,pcontext
586,gbc,kitti,-128.26226733438372,0.2606618106365204,pcontext
587,gbc,bdd,-143.84450313800954,0.2467824965715409,pcontext
588,gbc,vkitti2,-137.94821689517858,0.2500828206539154,pcontext
589,gbc,suim,-249.58456207379623,0.2489817589521408,pcontext
590,gbc,isprs,-297.5127701479005,0.2445549666881561,pcontext
591,gbc,vgallery,-253.46407626352695,0.2583250105381012,pcontext
592,gbc,sunrgbd,-31.746554651871215,0.3951655030250549,pvoc
593,gbc,coco,-0.5089191376852141,0.7060430645942688,pvoc
594,gbc,ade,-7.714253806712309,0.4697454869747162,pvoc
595,gbc,scannet,-40.49927260964873,0.3684181272983551,pvoc
596,gbc,pcontext,-2.0979056217161864,0.6937801837921143,pvoc
597,gbc,mapillary,-9.883239849317436,0.4716634154319763,pvoc
598,gbc,camvid,-23.193947994063468,0.4688556194305421,pvoc
599,gbc,idd,-15.206376260064015,0.4713362157344818,pvoc
600,gbc,city,-16.53292817304494,0.4720245599746704,pvoc
601,gbc,isaid,-33.35893174296066,0.4951044321060181,pvoc
602,gbc,kitti,-25.016063181831125,0.4870017766952514,pvoc
603,gbc,bdd,-25.327522562175563,0.4732373654842377,pvoc
604,gbc,vkitti2,-34.78758260252677,0.4732002913951874,pvoc
605,gbc,suim,-42.542325879086775,0.4747683107852936,pvoc
606,gbc,isprs,-56.099742069823094,0.4237203598022461,pvoc
607,gbc,vgallery,-49.768919036262034,0.4802064001560211,pvoc
608,gbc,sunrgbd,-980.4642009931707,0.2202808111906052,ade
609,gbc,coco,-177.2254769403369,0.2600853443145752,ade
610,gbc,scannet,-1509.1784510639136,0.2047383189201355,ade
611,gbc,pcontext,-507.42139433036095,0.2244292497634888,ade
612,gbc,mapillary,-641.1776141361261,0.2286905199289322,ade
613,gbc,camvid,-1064.7072624588277,0.223785862326622,ade
614,gbc,pvoc,-1046.0295804940108,0.2116183042526245,ade
615,gbc,idd,-1112.9503711699165,0.2251771241426468,ade
616,gbc,city,-1055.4529206990603,0.2267426252365113,ade
617,gbc,isaid,-1490.1213601711975,0.2322429120540619,ade
618,gbc,kitti,-1167.9601009894304,0.22527043521404266,ade
619,gbc,bdd,-1399.84632063159,0.2162834405899048,ade
620,gbc,vkitti2,-1428.9285697272892,0.2286168932914734,ade
621,gbc,suim,-2061.3668208975682,0.21790504455566406,ade
622,gbc,isprs,-2509.720268425121,0.2188767045736313,ade
623,gbc,vgallery,-2221.9890741022327,0.2225400060415268,ade
624,gbc,sunrgbd,-1607.996540530738,0.2804397642612457,coco
625,gbc,ade,-428.9766777494021,0.28686341643333435,coco
626,gbc,scannet,-1832.1130188190812,0.2632288038730621,coco
627,gbc,pcontext,-453.2327651849403,0.2982653379440308,coco
628,gbc,mapillary,-911.896984081922,0.2878898084163666,coco
629,gbc,camvid,-1495.803939327134,0.2974616587162018,coco
630,gbc,pvoc,-971.7925683538983,0.29352959990501404,coco
631,gbc,idd,-1395.0163523434064,0.2935314178466797,coco
632,gbc,city,-1453.2087436766535,0.2927364706993103,coco
633,gbc,isaid,-1817.409853612118,0.30158302187919617,coco
634,gbc,kitti,-1623.818745166087,0.30201491713523865,coco
635,gbc,bdd,-1813.445707169672,0.2868475019931793,coco
636,gbc,vkitti2,-1966.1915320078947,0.2976023256778717,coco
637,gbc,suim,-2457.788198963946,0.2897903621196747,coco
638,gbc,isprs,-3322.288727165061,0.2880822420120239,coco
639,gbc,vgallery,-2852.8189938955848,0.30154022574424744,coco
640,gbc,sunrgbd,-56.96518592407424,0.4326200783252716,kitti
641,gbc,coco,-12.91322255260377,0.4881167113780975,kitti
642,gbc,ade,-12.249739430701007,0.485243022441864,kitti
643,gbc,scannet,-69.13707666408247,0.4453966617584229,kitti
644,gbc,pcontext,-25.32002596985808,0.4734027087688446,kitti
645,gbc,mapillary,-2.9783113208132685,0.5075771808624268,kitti
646,gbc,camvid,-16.931455545254533,0.4701007604598999,kitti
647,gbc,pvoc,-42.83814414087465,0.4672366976737976,kitti
648,gbc,idd,-7.862922887894057,0.4975958466529846,kitti
649,gbc,city,-4.908281803316278,0.5097879767417908,kitti
650,gbc,isaid,-47.99707810755474,0.4679950475692749,kitti
651,gbc,bdd,-15.866864393135126,0.4863439500331879,kitti
652,gbc,vkitti2,-19.715276974030058,0.4637660086154938,kitti
653,gbc,suim,-54.71704003498043,0.4559333622455597,kitti
654,gbc,isprs,-74.70075470245827,0.4465798139572144,kitti
655,gbc,vgallery,-50.82020543567049,0.4682630896568298,kitti
656,gbc,sunrgbd,-43.61607435231254,0.5146802067756653,camvid
657,gbc,coco,-13.538578010483867,0.5046649575233461,camvid
658,gbc,ade,-14.133578634405403,0.5447724461555481,camvid
659,gbc,scannet,-64.52731918035603,0.5097765922546387,camvid
660,gbc,pcontext,-22.106765534862795,0.5107795000076294,camvid
661,gbc,mapillary,-4.778136699319044,0.5760424733161926,camvid
662,gbc,pvoc,-34.4154293331877,0.5047959685325623,camvid
663,gbc,idd,-7.852240679089223,0.5358354449272156,camvid
664,gbc,city,-8.537661614314692,0.5564266443252563,camvid
665,gbc,isaid,-41.340336743711426,0.4989903271198273,camvid
666,gbc,kitti,-15.814864595554779,0.5371167063713074,camvid
667,gbc,bdd,-11.755470209364136,0.5494073033332825,camvid
668,gbc,vkitti2,-22.66778035803174,0.4893212914466858,camvid
669,gbc,suim,-42.31341657800032,0.48915234208107,camvid
670,gbc,isprs,-57.128018549577114,0.4892949759960175,camvid
671,gbc,vgallery,-46.03593947191275,0.5069730281829834,camvid
672,gbc,sunrgbd,-74.2160098589694,0.405397355556488,city
673,gbc,coco,-18.641242426456767,0.44930359721183777,city
674,gbc,ade,-18.38727072003277,0.4418688416481018,city
675,gbc,scannet,-104.8764520415123,0.3926692306995392,city
676,gbc,pcontext,-34.10838651549645,0.43079546093940735,city
677,gbc,mapillary,-5.1137609931482535,0.5052567720413208,city
678,gbc,camvid,-23.839194919565763,0.4288424551486969,city
679,gbc,pvoc,-54.929257912599795,0.4246866703033447,city
680,gbc,idd,-13.606861969748442,0.4694615602493286,city
681,gbc,isaid,-65.89135275823338,0.4230812191963196,city
682,gbc,kitti,-25.441539062896286,0.4268321096897125,city
683,gbc,bdd,-17.751574632872213,0.4592298865318298,city
684,gbc,vkitti2,-39.014072503249054,0.42208772897720337,city
685,gbc,suim,-82.05108098195329,0.4214944541454315,city
686,gbc,isprs,-103.07654672575413,0.4000628888607025,city
687,gbc,vgallery,-71.89121138410195,0.4197588264942169,city
688,gbc,sunrgbd,-85.65918939477676,0.3651407957077025,idd
689,gbc,coco,-17.60918817046974,0.4091227948665619,idd
690,gbc,ade,-27.171729824191665,0.3875559270381928,idd
691,gbc,scannet,-106.7680193880718,0.351782500743866,idd
692,gbc,pcontext,-37.048340578312846,0.3870647251605988,idd
693,gbc,mapillary,-7.09373942980146,0.4325865209102631,idd
694,gbc,camvid,-39.16281992432404,0.37062591314315796,idd
695,gbc,pvoc,-58.9852829474582,0.38511568307876587,idd
696,gbc,city,-21.46212543996505,0.3985193967819214,idd
697,gbc,isaid,-94.5508407443674,0.3802219033241272,idd
698,gbc,kitti,-43.69607010223231,0.37919020652771,idd
699,gbc,bdd,-25.980698471023633,0.3977397382259369,idd
700,gbc,vkitti2,-50.668253564325134,0.3845299482345581,idd
701,gbc,suim,-95.6807802568577,0.3766075372695923,idd
702,gbc,isprs,-134.71979260693942,0.3619232177734375,idd
703,gbc,vgallery,-100.1736803246086,0.3705231547355652,idd
704,gbc,sunrgbd,-40.9277786373191,0.4178779125213623,bdd
705,gbc,coco,-8.380514869140644,0.5069599151611328,bdd
706,gbc,ade,-10.270246720415908,0.4860849976539612,bdd
707,gbc,scannet,-59.21838139276386,0.3974407315254211,bdd
708,gbc,pcontext,-20.75442611492593,0.4581012725830078,bdd
709,gbc,mapillary,-2.2727414781820787,0.5859153866767883,bdd
710,gbc,camvid,-19.30773019710935,0.4611768126487732,bdd
711,gbc,pvoc,-31.212531204911304,0.4575003981590271,bdd
712,gbc,idd,-8.906558302774162,0.5142844319343567,bdd
713,gbc,city,-10.931677067862806,0.5004068613052368,bdd
714,gbc,isaid,-44.18597647768798,0.4468397796154022,bdd
715,gbc,kitti,-24.118038499687763,0.4585668742656708,bdd
716,gbc,vkitti2,-28.955811156959648,0.4469320774078369,bdd
717,gbc,suim,-44.535632924586395,0.4409498870372772,bdd
718,gbc,isprs,-65.35462819431731,0.41049924492836,bdd
719,gbc,vgallery,-61.79162986298725,0.4332362115383148,bdd
720,gbc,sunrgbd,-172.36119618719368,0.2393669784069061,mapillary
721,gbc,coco,-46.220398240489246,0.2948775291442871,mapillary
722,gbc,ade,-43.37807832787622,0.27414900064468384,mapillary
723,gbc,scannet,-203.47506168314126,0.2320623993873596,mapillary
724,gbc,pcontext,-76.82054730368543,0.26817020773887634,mapillary
725,gbc,camvid,-74.35977521601492,0.2549507021903992,mapillary
726,gbc,pvoc,-146.60674788616384,0.2606019973754883,mapillary
727,gbc,idd,-37.83231686249602,0.2908155024051666,mapillary
728,gbc,city,-35.44595960656065,0.2875230312347412,mapillary
729,gbc,isaid,-153.05990191478756,0.26072952151298523,mapillary
730,gbc,kitti,-75.44819280738571,0.2554860115051269,mapillary
731,gbc,bdd,-49.904928078117464,0.2824128270149231,mapillary
732,gbc,vkitti2,-87.3859791546292,0.25741392374038696,mapillary
733,gbc,suim,-163.05870458614226,0.2561517357826233,mapillary
734,gbc,isprs,-278.00271747855345,0.2471086084842682,mapillary
735,gbc,vgallery,-194.9511196215028,0.2546892762184143,mapillary
736,gbc,coco,-13.717639795233636,0.32394856214523315,sunrgbd
737,gbc,ade,-21.816458581698136,0.3138536214828491,sunrgbd
738,gbc,scannet,-29.29040478300388,0.3259297311306,sunrgbd
739,gbc,pcontext,-63.63451672969649,0.22244088351726526,sunrgbd
740,gbc,mapillary,-102.19508534037206,0.18085160851478574,sunrgbd
741,gbc,camvid,-115.45182956205021,0.1808767467737198,sunrgbd
742,gbc,pvoc,-120.86808960917007,0.20057378709316254,sunrgbd
743,gbc,idd,-127.95197898259931,0.17898337543010712,sunrgbd
744,gbc,city,-128.5066843752048,0.18035291135311127,sunrgbd
745,gbc,isaid,-142.48452351824542,0.1916503608226776,sunrgbd
746,gbc,kitti,-145.7336190307665,0.1999163776636124,sunrgbd
747,gbc,bdd,-161.85098832343618,0.18214774131774905,sunrgbd
748,gbc,vkitti2,-170.89470768920538,0.18272536993026733,sunrgbd
749,gbc,suim,-182.7053552519076,0.2019830346107483,sunrgbd
750,gbc,isprs,-199.5617941703993,0.17626352608203888,sunrgbd
751,gbc,vgallery,-221.90579207857968,0.1893861293792725,sunrgbd
752,gbc,sunrgbd,-66.43578942202889,0.2443950921297073,scannet
753,gbc,coco,-41.35396466663649,0.2238691598176956,scannet
754,gbc,ade,-66.15240265296814,0.18784499168396,scannet
755,gbc,pcontext,-136.78432276061008,0.14731533825397491,scannet
756,gbc,mapillary,-162.38000639774344,0.13672104477882385,scannet
757,gbc,camvid,-204.49895772245603,0.13558366894721985,scannet
758,gbc,pvoc,-221.94137758603276,0.1398753821849823,scannet
759,gbc,idd,-194.1389589977541,0.13427282869815824,scannet
760,gbc,city,-193.9792214458065,0.13296067714691162,scannet
761,gbc,isaid,-226.95118398007588,0.1343507468700409,scannet
762,gbc,kitti,-205.91235167776563,0.13729262351989746,scannet
763,gbc,bdd,-259.763628418966,0.13256442546844482,scannet
764,gbc,vkitti2,-219.63738330408603,0.13427439332008362,scannet
765,gbc,suim,-223.81390518815383,0.13519951701164246,scannet
766,gbc,isprs,-206.04288472715766,0.11764591932296753,scannet
767,gbc,vgallery,-296.41927074091683,0.13483598828315735,scannet
768,gbc,sunrgbd,-14.581448124316928,0.4881995022296906,suim
769,gbc,coco,-6.795664819797528,0.5499356985092163,suim
770,gbc,ade,-11.515460127495114,0.5315997600555421,suim
771,gbc,scannet,-15.485451314787989,0.4776470065116882,suim
772,gbc,pcontext,-11.545176625425027,0.5260260105133057,suim
773,gbc,mapillary,-9.781549409668756,0.5001450181007385,suim
774,gbc,camvid,-13.498400292895804,0.5042344331741333,suim
775,gbc,pvoc,-11.59930879617516,0.5354160070419312,suim
776,gbc,idd,-12.46312013645516,0.5263171195983887,suim
777,gbc,city,-14.017449132440266,0.5079548358917236,suim
778,gbc,isaid,-9.760613198921645,0.5341091752052307,suim
779,gbc,kitti,-13.622826375654205,0.5226122140884399,suim
780,gbc,bdd,-11.63501096166156,0.51978600025177,suim
781,gbc,vkitti2,-15.660584426854912,0.5284412503242493,suim
782,gbc,isprs,-16.312214383597983,0.4729554951190949,suim
783,gbc,vgallery,-14.63379513061426,0.5112492442131042,suim
784,gbc,sunrgbd,-20.426776170224066,0.5493016242980957,vkitti2
785,gbc,coco,-5.2639973412593815,0.5554596781730652,vkitti2
786,gbc,ade,-4.757749579180256,0.5583362579345703,vkitti2
787,gbc,scannet,-23.78716177119268,0.5458134412765503,vkitti2
788,gbc,pcontext,-8.76815735723722,0.550104558467865,vkitti2
789,gbc,mapillary,-2.0283330513701534,0.5690399408340454,vkitti2
790,gbc,camvid,-11.363475324206508,0.5628300905227661,vkitti2
791,gbc,pvoc,-12.974655642314195,0.5499657988548279,vkitti2
792,gbc,idd,-5.646102110047081,0.5647382140159607,vkitti2
793,gbc,city,-5.575175228862891,0.5642663836479187,vkitti2
794,gbc,isaid,-15.658543480402885,0.5564932227134705,vkitti2
795,gbc,kitti,-8.562702659411872,0.5572342872619629,vkitti2
796,gbc,bdd,-5.829673558719609,0.5633907914161682,vkitti2
797,gbc,suim,-18.772455070627068,0.5539441108703613,vkitti2
798,gbc,isprs,-25.120260731618362,0.5381138920783997,vkitti2
799,gbc,vgallery,-17.01391643697983,0.5599456429481506,vkitti2
800,gbc,sunrgbd,-2.615685528782707,0.7795549631118774,vgallery
801,gbc,coco,-1.281733271753897,0.7805051803588867,vgallery
802,gbc,ade,-1.274921811967234,0.7795850038528442,vgallery
803,gbc,scannet,-2.5617229217878084,0.7724939584732056,vgallery
804,gbc,pcontext,-2.675547512656526,0.777569055557251,vgallery
805,gbc,mapillary,-3.335643498188733,0.7825044393539429,vgallery
806,gbc,camvid,-3.233065663210491,0.7796114087104797,vgallery
807,gbc,pvoc,-3.5918323384835285,0.7717735767364502,vgallery
808,gbc,idd,-2.243701444015775,0.7802566289901733,vgallery
809,gbc,city,-3.558800857413228,0.7756106853485107,vgallery
810,gbc,isaid,-2.973360111872096,0.7764548063278198,vgallery
811,gbc,kitti,-2.7230547408569032,0.7769100069999695,vgallery
812,gbc,bdd,-2.802143925016896,0.772309422492981,vgallery
813,gbc,vkitti2,-2.912227220753044,0.7770513296127319,vgallery
814,gbc,suim,-3.0626859560163693,0.7694535851478577,vgallery
815,gbc,isprs,-5.705029689174787,0.7636131644248962,vgallery
816,hscore,isaid,270.03179931640625,0.4944362640380859,isprs
817,hscore,vkitti2,253.9370880126953,0.4517599940299988,isprs
818,hscore,vgallery,248.63470458984372,0.4303898811340332,isprs
819,hscore,camvid,276.07138061523443,0.4344685673713684,isprs
820,hscore,kitti,259.49380493164057,0.4510539174079895,isprs
821,hscore,city,275.4911499023437,0.4564622938632965,isprs
822,hscore,mapillary,239.28038024902344,0.4501448273658752,isprs
823,hscore,suim,310.4542541503906,0.4439345300197601,isprs
824,hscore,pcontext,201.76116943359372,0.4495431780815125,isprs
825,hscore,ade,170.37437438964844,0.4453455805778504,isprs
826,hscore,idd,266.77066040039057,0.43382176756858826,isprs
827,hscore,sunrgbd,177.31307983398438,0.4203411638736725,isprs
828,hscore,bdd,226.9839172363281,0.4523641467094421,isprs
829,hscore,scannet,120.21346282958984,0.4221469461917877,isprs
830,hscore,pvoc,138.59135437011722,0.4292912483215332,isprs
831,hscore,coco,115.61276245117188,0.4565313756465912,isprs
832,hscore,vkitti2,498.4283447265625,0.34070298075675964,isaid
833,hscore,vgallery,416.97210693359375,0.34656187891960144,isaid
834,hscore,camvid,414.4358215332031,0.340665340423584,isaid
835,hscore,kitti,405.9613037109375,0.3703555762767792,isaid
836,hscore,city,393.2017822265625,0.3564017713069916,isaid
837,hscore,mapillary,386.0590515136719,0.3856968879699707,isaid
838,hscore,suim,377.3743896484375,0.3906171917915344,isaid
839,hscore,isprs,374.2463684082031,0.3542763292789459,isaid
840,hscore,pcontext,366.05511474609375,0.3941115736961365,isaid
841,hscore,ade,349.9736328125,0.3740013241767883,isaid
842,hscore,idd,349.3821105957031,0.3871359825134277,isaid
843,hscore,sunrgbd,337.6919860839844,0.3648094832897186,isaid
844,hscore,bdd,314.3399658203125,0.37296321988105774,isaid
845,hscore,scannet,278.63113403320307,0.3751470446586609,isaid
846,hscore,pvoc,268.59255981445307,0.37150999903678894,isaid
847,hscore,coco,227.0211334228516,0.3897742629051209,isaid
848,hscore,isaid,252.7114562988281,0.2616758942604065,pcontext
849,hscore,vkitti2,434.5230407714844,0.2500828206539154,pcontext
850,hscore,vgallery,313.3915710449219,0.2583250105381012,pcontext
851,hscore,camvid,424.3664245605469,0.2508440613746643,pcontext
852,hscore,kitti,363.0721435546875,0.2606618106365204,pcontext
853,hscore,city,455.20025634765625,0.2516387104988098,pcontext
854,hscore,mapillary,561.6454467773439,0.264154851436615,pcontext
855,hscore,suim,308.8205871582031,0.2489817589521408,pcontext
856,hscore,isprs,273.0194091796875,0.2445549666881561,pcontext
857,hscore,ade,515.8136596679689,0.2815335690975189,pcontext
858,hscore,idd,476.0971984863281,0.2551575005054474,pcontext
