,Transferability Metric,Source Architecture,Transferability Metric Score,Test Accuracy,Trainable Backbone,Target Dataset
368,hscore,mobilenetv3,1474.464599609375,0.8032634258270264,False,stanford_dogs
369,hscore,mobilenetv3,1474.464599609375,0.741142213344574,True,stanford_dogs
370,hscore,nasnetmobile,10989.09765625,0.8500000238418579,False,stanford_dogs
371,hscore,nasnetmobile,10989.09765625,0.8073426485061646,True,stanford_dogs
372,hscore,efficientnetb0,2838.14794921875,0.8396270275115967,False,stanford_dogs
373,hscore,efficientnetb0,2838.14794921875,0.7986013889312744,True,stanford_dogs
374,hscore,efficientnetb1,2144.132568359375,0.8628205060958862,False,stanford_dogs
375,hscore,efficientnetb1,2144.132568359375,0.8213286995887756,True,stanford_dogs
376,hscore,efficientnetb2,2412.779296875,0.8658508062362671,False,stanford_dogs
377,hscore,efficientnetb2,2412.779296875,0.8255244493484497,True,stanford_dogs
378,hscore,efficientnetb3,2611.46875,0.8791375160217285,False,stanford_dogs
379,hscore,efficientnetb3,2611.46875,0.8410256505012512,True,stanford_dogs
380,gbc,resnet50,-2.64877986907959,0.8396487236022949,False,oxford_flowers102
381,gbc,resnet50,-2.64877986907959,0.8253374695777893,True,oxford_flowers102
382,gbc,resnet101,-2.78576397895813,0.8294031620025635,False,oxford_flowers102
383,gbc,resnet101,-2.78576397895813,0.8259879946708679,True,oxford_flowers102
384,gbc,resnet50v2,-6.39947509765625,0.7702065110206604,False,oxford_flowers102
385,gbc,resnet50v2,-6.39947509765625,0.7116604447364807,True,oxford_flowers102
386,gbc,resnet101v2,-5.503937244415283,0.7781752943992615,False,oxford_flowers102
387,gbc,resnet101v2,-5.503937244415283,0.7199544906616211,True,oxford_flowers102
388,gbc,resnet152v2,-8.67519760131836,0.7497153878211975,False,oxford_flowers102
389,gbc,resnet152v2,-8.67519760131836,0.7230443954467773,True,oxford_flowers102
390,gbc,vgg16,-5.792838096618652,0.7202796936035156,False,oxford_flowers102
391,gbc,vgg16,-5.792838096618652,0.3428199589252472,True,oxford_flowers102
392,gbc,vgg19,-5.247801303863525,0.7035290002822876,False,oxford_flowers102
393,gbc,vgg19,-5.247801303863525,0.3585948944091797,True,oxford_flowers102
394,gbc,densenet121,-2.4619367122650146,0.8546105027198792,False,oxford_flowers102
395,gbc,densenet121,-2.4619367122650146,0.8773784637451172,True,oxford_flowers102
396,gbc,densenet169,-2.7344555854797363,0.8552610278129578,False,oxford_flowers102
397,gbc,densenet169,-2.7344555854797363,0.8812814950942993,True,oxford_flowers102
398,gbc,densenet201,-2.472564697265625,0.8724995851516724,False,oxford_flowers102
399,gbc,densenet201,-2.472564697265625,0.8954301476478577,True,oxford_flowers102
400,gbc,xception,-8.554192543029785,0.7334526181221008,False,oxford_flowers102
401,gbc,xception,-8.554192543029785,0.8864856362342834,True,oxford_flowers102
402,gbc,mobilenet,-2.4634783267974854,0.8502195477485657,False,oxford_flowers102
403,gbc,mobilenet,-2.4634783267974854,0.8629045486450195,True,oxford_flowers102
404,gbc,mobilenetv2,-2.891500949859619,0.790535032749176,False,oxford_flowers102
405,gbc,mobilenetv2,-2.891500949859619,0.7458123564720154,True,oxford_flowers102
406,gbc,mobilenetv3,-2.338512659072876,0.8481053709983826,False,oxford_flowers102
407,gbc,mobilenetv3,-2.338512659072876,0.807285726070404,True,oxford_flowers102
408,gbc,nasnetmobile,-17.566551208496094,0.6657993197441101,False,oxford_flowers102
409,gbc,nasnetmobile,-17.566551208496094,0.3532281816005707,True,oxford_flowers102
410,gbc,efficientnetb0,-2.13623046875,0.8581883311271667,False,oxford_flowers102
411,gbc,efficientnetb0,-2.13623046875,0.8723369836807251,True,oxford_flowers102
412,gbc,efficientnetb1,-2.2500176429748535,0.8578630685806274,False,oxford_flowers102
413,gbc,efficientnetb1,-2.2500176429748535,0.8746137619018555,True,oxford_flowers102
414,gbc,efficientnetb2,-1.8412396907806396,0.8396487236022949,False,oxford_flowers102
415,gbc,efficientnetb2,-1.8412396907806396,0.8677833676338196,True,oxford_flowers102
416,gbc,efficientnetb3,-2.755354404449463,0.8194828629493713,False,oxford_flowers102
417,gbc,efficientnetb3,-2.755354404449463,0.8580256700515747,True,oxford_flowers102
418,leep,resnet50,-3.195500135421753,0.8396487236022949,False,oxford_flowers102
419,leep,resnet50,-3.195500135421753,0.8253374695777893,True,oxford_flowers102
420,leep,resnet101,-3.1348843574523926,0.8294031620025635,False,oxford_flowers102
421,leep,resnet101,-3.1348843574523926,0.8259879946708679,True,oxford_flowers102
422,leep,resnet50v2,-2.88102388381958,0.7702065110206604,False,oxford_flowers102
423,leep,resnet50v2,-2.88102388381958,0.7116604447364807,True,oxford_flowers102
424,leep,resnet101v2,-2.8353426456451416,0.7781752943992615,False,oxford_flowers102
425,leep,resnet101v2,-2.8353426456451416,0.7199544906616211,True,oxford_flowers102
426,leep,resnet152v2,-2.9136312007904053,0.7497153878211975,False,oxford_flowers102
427,leep,resnet152v2,-2.9136312007904053,0.7230443954467773,True,oxford_flowers102
428,leep,vgg16,-3.2713561058044434,0.7202796936035156,False,oxford_flowers102
429,leep,vgg16,-3.2713561058044434,0.3428199589252472,True,oxford_flowers102
430,leep,vgg19,-3.314361333847046,0.7035290002822876,False,oxford_flowers102
431,leep,vgg19,-3.314361333847046,0.3585948944091797,True,oxford_flowers102
432,leep,densenet121,-3.2264397144317627,0.8546105027198792,False,oxford_flowers102
433,leep,densenet121,-3.2264397144317627,0.8773784637451172,True,oxford_flowers102
434,leep,densenet169,-3.196671962738037,0.8552610278129578,False,oxford_flowers102
435,leep,densenet169,-3.196671962738037,0.8812814950942993,True,oxford_flowers102
436,leep,densenet201,-3.246905565261841,0.8724995851516724,False,oxford_flowers102
437,leep,densenet201,-3.246905565261841,0.8954301476478577,True,oxford_flowers102
438,leep,xception,-2.9412426948547363,0.7334526181221008,False,oxford_flowers102
439,leep,xception,-2.9412426948547363,0.8864856362342834,True,oxford_flowers102
440,leep,mobilenet,-2.9530231952667236,0.8502195477485657,False,oxford_flowers102
441,leep,mobilenet,-2.9530231952667236,0.8629045486450195,True,oxford_flowers102
442,leep,mobilenetv2,-3.4638748168945312,0.790535032749176,False,oxford_flowers102
443,leep,mobilenetv2,-3.4638748168945312,0.7458123564720154,True,oxford_flowers102
444,leep,mobilenetv3,-3.3851072788238525,0.8481053709983826,False,oxford_flowers102
445,leep,mobilenetv3,-3.3851072788238525,0.807285726070404,True,oxford_flowers102
446,leep,nasnetmobile,-3.3272128105163574,0.6657993197441101,False,oxford_flowers102
447,leep,nasnetmobile,-3.3272128105163574,0.3532281816005707,True,oxford_flowers102
448,leep,efficientnetb0,-3.4578328132629395,0.8581883311271667,False,oxford_flowers102
449,leep,efficientnetb0,-3.4578328132629395,0.8723369836807251,True,oxford_flowers102
450,leep,efficientnetb1,-3.447183132171631,0.8578630685806274,False,oxford_flowers102
451,leep,efficientnetb1,-3.447183132171631,0.8746137619018555,True,oxford_flowers102
452,leep,efficientnetb2,-3.422252655029297,0.8396487236022949,False,oxford_flowers102
453,leep,efficientnetb2,-3.422252655029297,0.8677833676338196,True,oxford_flowers102
454,leep,efficientnetb3,-3.3943934440612793,0.8194828629493713,False,oxford_flowers102
455,leep,efficientnetb3,-3.3943934440612793,0.8580256700515747,True,oxford_flowers102
456,nleep,resnet50,-0.30086904764175415,0.8396487236022949,False,oxford_flowers102
457,nleep,resnet50,-0.30086904764175415,0.8253374695777893,True,oxford_flowers102
458,nleep,resnet101,-0.3080393671989441,0.8294031620025635,False,oxford_flowers102
459,nleep,resnet101,-0.3080393671989441,0.8259879946708679,True,oxford_flowers102
460,nleep,resnet50v2,-0.47828570008277893,0.7702065110206604,False,oxford_flowers102
461,nleep,resnet50v2,-0.47828570008277893,0.7116604447364807,True,oxford_flowers102
462,nleep,resnet101v2,-0.4654897451400757,0.7781752943992615,False,oxford_flowers102
463,nleep,resnet101v2,-0.4654897451400757,0.7199544906616211,True,oxford_flowers102
464,nleep,resnet152v2,-0.5821099281311035,0.7497153878211975,False,oxford_flowers102
465,nleep,resnet152v2,-0.5821099281311035,0.7230443954467773,True,oxford_flowers102
466,nleep,vgg16,-0.6461542844772339,0.7202796936035156,False,oxford_flowers102
467,nleep,vgg16,-0.6461542844772339,0.3428199589252472,True,oxford_flowers102
468,nleep,vgg19,-0.591455340385437,0.7035290002822876,False,oxford_flowers102
469,nleep,vgg19,-0.591455340385437,0.3585948944091797,True,oxford_flowers102
470,nleep,densenet121,-0.3314591348171234,0.8546105027198792,False,oxford_flowers102
471,nleep,densenet121,-0.3314591348171234,0.8773784637451172,True,oxford_flowers102
472,nleep,densenet169,-0.2900877892971039,0.8552610278129578,False,oxford_flowers102
473,nleep,densenet169,-0.2900877892971039,0.8812814950942993,True,oxford_flowers102
474,nleep,densenet201,-0.2628626823425293,0.8724995851516724,False,oxford_flowers102
475,nleep,densenet201,-0.2628626823425293,0.8954301476478577,True,oxford_flowers102
476,nleep,xception,-0.4614594876766205,0.7334526181221008,False,oxford_flowers102
477,nleep,xception,-0.4614594876766205,0.8864856362342834,True,oxford_flowers102
478,nleep,mobilenet,-0.29316115379333496,0.8502195477485657,False,oxford_flowers102
479,nleep,mobilenet,-0.29316115379333496,0.8629045486450195,True,oxford_flowers102
480,nleep,mobilenetv2,-0.3189557194709778,0.790535032749176,False,oxford_flowers102
481,nleep,mobilenetv2,-0.3189557194709778,0.7458123564720154,True,oxford_flowers102
482,nleep,mobilenetv3,-0.3076598346233368,0.8481053709983826,False,oxford_flowers102
483,nleep,mobilenetv3,-0.3076598346233368,0.807285726070404,True,oxford_flowers102
484,nleep,nasnetmobile,-0.6198763847351074,0.6657993197441101,False,oxford_flowers102
485,nleep,nasnetmobile,-0.6198763847351074,0.3532281816005707,True,oxford_flowers102
486,nleep,efficientnetb0,-0.26008114218711853,0.8581883311271667,False,oxford_flowers102
487,nleep,efficientnetb0,-0.26008114218711853,0.8723369836807251,True,oxford_flowers102
488,nleep,efficientnetb1,-0.26568686962127686,0.8578630685806274,False,oxford_flowers102
489,nleep,efficientnetb1,-0.26568686962127686,0.8746137619018555,True,oxford_flowers102
490,nleep,efficientnetb2,-0.29768556356430054,0.8396487236022949,False,oxford_flowers102
491,nleep,efficientnetb2,-0.29768556356430054,0.8677833676338196,True,oxford_flowers102
492,nleep,efficientnetb3,-0.3197633624076843,0.8194828629493713,False,oxford_flowers102
493,nleep,efficientnetb3,-0.3197633624076843,0.8580256700515747,True,oxford_flowers102
494,logme,resnet50,1.0391751527786255,0.8396487236022949,False,oxford_flowers102
495,logme,resnet50,1.0391751527786255,0.8253374695777893,True,oxford_flowers102
496,logme,resnet101,1.0455164909362793,0.8294031620025635,False,oxford_flowers102
497,logme,resnet101,1.0455164909362793,0.8259879946708679,True,oxford_flowers102
498,logme,resnet50v2,1.0175235271453857,0.7702065110206604,False,oxford_flowers102
499,logme,resnet50v2,1.0175235271453857,0.7116604447364807,True,oxford_flowers102
500,logme,resnet101v2,1.0208719968795776,0.7781752943992615,False,oxford_flowers102
501,logme,resnet101v2,1.0208719968795776,0.7199544906616211,True,oxford_flowers102
502,logme,resnet152v2,1.011046051979065,0.7497153878211975,False,oxford_flowers102
503,logme,resnet152v2,1.011046051979065,0.7230443954467773,True,oxford_flowers102
504,logme,vgg16,0.9821174740791321,0.7202796936035156,False,oxford_flowers102
505,logme,vgg16,0.9821174740791321,0.3428199589252472,True,oxford_flowers102
506,logme,vgg19,0.9815529584884644,0.7035290002822876,False,oxford_flowers102
507,logme,vgg19,0.9815529584884644,0.3585948944091797,True,oxford_flowers102
508,logme,densenet121,1.0110176801681519,0.8546105027198792,False,oxford_flowers102
509,logme,densenet121,1.0110176801681519,0.8773784637451172,True,oxford_flowers102
510,logme,densenet169,1.0188264846801758,0.8552610278129578,False,oxford_flowers102
511,logme,densenet169,1.0188264846801758,0.8812814950942993,True,oxford_flowers102
512,logme,densenet201,1.0221771001815796,0.8724995851516724,False,oxford_flowers102
513,logme,densenet201,1.0221771001815796,0.8954301476478577,True,oxford_flowers102
514,logme,xception,1.0133885145187378,0.7334526181221008,False,oxford_flowers102
515,logme,xception,1.0133885145187378,0.8864856362342834,True,oxford_flowers102
516,logme,mobilenet,1.0172659158706665,0.8502195477485657,False,oxford_flowers102
517,logme,mobilenet,1.0172659158706665,0.8629045486450195,True,oxford_flowers102
518,logme,mobilenetv2,1.017870306968689,0.790535032749176,False,oxford_flowers102
519,logme,mobilenetv2,1.017870306968689,0.7458123564720154,True,oxford_flowers102
520,logme,mobilenetv3,1.027134895324707,0.8481053709983826,False,oxford_flowers102
521,logme,mobilenetv3,1.027134895324707,0.807285726070404,True,oxford_flowers102
522,logme,nasnetmobile,0.9773824214935303,0.6657993197441101,False,oxford_flowers102
523,logme,nasnetmobile,0.9773824214935303,0.3532281816005707,True,oxford_flowers102
524,logme,efficientnetb0,1.06092369556427,0.8581883311271667,False,oxford_flowers102
525,logme,efficientnetb0,1.06092369556427,0.8723369836807251,True,oxford_flowers102
526,logme,efficientnetb1,1.0501015186309814,0.8578630685806274,False,oxford_flowers102
527,logme,efficientnetb1,1.0501015186309814,0.8746137619018555,True,oxford_flowers102
528,logme,efficientnetb2,1.0634831190109253,0.8396487236022949,False,oxford_flowers102
529,logme,efficientnetb2,1.0634831190109253,0.8677833676338196,True,oxford_flowers102
530,logme,efficientnetb3,1.0494626760482788,0.8194828629493713,False,oxford_flowers102
531,logme,efficientnetb3,1.0494626760482788,0.8580256700515747,True,oxford_flowers102
532,hscore,resnet50,3799.97265625,0.8396487236022949,False,oxford_flowers102
533,hscore,resnet50,3799.97265625,0.8253374695777893,True,oxford_flowers102
534,hscore,resnet101,3977.21826171875,0.8294031620025635,False,oxford_flowers102
535,hscore,resnet101,3977.21826171875,0.8259879946708679,True,oxford_flowers102
536,hscore,resnet50v2,5713.84130859375,0.7702065110206604,False,oxford_flowers102
537,hscore,resnet50v2,5713.84130859375,0.7116604447364807,True,oxford_flowers102
538,hscore,resnet101v2,5917.548828125,0.7781752943992615,False,oxford_flowers102
539,hscore,resnet101v2,5917.548828125,0.7199544906616211,True,oxford_flowers102
540,hscore,resnet152v2,5784.99462890625,0.7497153878211975,False,oxford_flowers102
541,hscore,resnet152v2,5784.99462890625,0.7230443954467773,True,oxford_flowers102
542,hscore,vgg16,1176.1505126953125,0.7202796936035156,False,oxford_flowers102
543,hscore,vgg16,1176.1505126953125,0.3428199589252472,True,oxford_flowers102
544,hscore,vgg19,1218.5286865234375,0.7035290002822876,False,oxford_flowers102
545,hscore,vgg19,1218.5286865234375,0.3585948944091797,True,oxford_flowers102
546,hscore,densenet121,1749.6268310546875,0.8546105027198792,False,oxford_flowers102
547,hscore,densenet121,1749.6268310546875,0.8773784637451172,True,oxford_flowers102
548,hscore,densenet169,4303.6728515625,0.8552610278129578,False,oxford_flowers102
549,hscore,densenet169,4303.6728515625,0.8812814950942993,True,oxford_flowers102
550,hscore,densenet201,6012.57666015625,0.8724995851516724,False,oxford_flowers102
551,hscore,densenet201,6012.57666015625,0.8954301476478577,True,oxford_flowers102
552,hscore,xception,4027.95263671875,0.7334526181221008,False,oxford_flowers102
553,hscore,xception,4027.95263671875,0.8864856362342834,True,oxford_flowers102
554,hscore,mobilenet,12469.9736328125,0.8502195477485657,False,oxford_flowers102
555,hscore,mobilenet,12469.9736328125,0.8629045486450195,True,oxford_flowers102
556,hscore,mobilenetv2,9824.58984375,0.790535032749176,False,oxford_flowers102
557,hscore,mobilenetv2,9824.58984375,0.7458123564720154,True,oxford_flowers102
558,hscore,mobilenetv3,9196.623046875,0.8481053709983826,False,oxford_flowers102
559,hscore,mobilenetv3,9196.623046875,0.807285726070404,True,oxford_flowers102
560,hscore,nasnetmobile,16143.8046875,0.6657993197441101,False,oxford_flowers102
561,hscore,nasnetmobile,16143.8046875,0.3532281816005707,True,oxford_flowers102
562,hscore,efficientnetb0,14479.89453125,0.8581883311271667,False,oxford_flowers102
563,hscore,efficientnetb0,14479.89453125,0.8723369836807251,True,oxford_flowers102
564,hscore,efficientnetb1,12449.455078125,0.8578630685806274,False,oxford_flowers102
565,hscore,efficientnetb1,12449.455078125,0.8746137619018555,True,oxford_flowers102
566,hscore,efficientnetb2,10086.455078125,0.8396487236022949,False,oxford_flowers102
567,hscore,efficientnetb2,10086.455078125,0.8677833676338196,True,oxford_flowers102
568,hscore,efficientnetb3,7169.65283203125,0.8194828629493713,False,oxford_flowers102
569,hscore,efficientnetb3,7169.65283203125,0.8580256700515747,True,oxford_flowers102
570,gbc,resnet50,-113.44271087646484,0.7455000281333923,False,cifar100
571,gbc,resnet50,-113.44271087646484,0.795799970626831,True,cifar100
572,gbc,resnet101,-85.82730865478516,0.758899986743927,False,cifar100
573,gbc,resnet101,-85.82730865478516,0.8015999794006348,True,cifar100
574,gbc,resnet50v2,-90.70452880859375,0.7087000012397766,False,cifar100
575,gbc,resnet50v2,-90.70452880859375,0.7785000205039978,True,cifar100
576,gbc,resnet101v2,-68.29857635498047,0.7279000282287598,False,cifar100
577,gbc,resnet101v2,-68.29857635498047,0.8064000010490417,True,cifar100
578,gbc,resnet152v2,-68.48097229003906,0.7229999899864197,False,cifar100
579,gbc,resnet152v2,-68.48097229003906,0.8047000169754028,True,cifar100
580,gbc,vgg16,-230.38963317871094,0.6571000218391418,False,cifar100
581,gbc,vgg16,-230.38963317871094,0.7056999802589417,True,cifar100
582,gbc,vgg19,-202.47586059570312,0.669700026512146,False,cifar100
583,gbc,vgg19,-202.47586059570312,0.7085999846458435,True,cifar100
584,gbc,densenet121,-117.52722930908203,0.7135999798774719,False,cifar100
585,gbc,densenet121,-117.52722930908203,0.8151999711990356,True,cifar100
586,gbc,densenet169,-118.63388061523438,0.7251999974250793,False,cifar100
587,gbc,densenet169,-118.63388061523438,0.8183000087738037,True,cifar100
588,gbc,densenet201,-95.80998229980469,0.7421000003814697,False,cifar100
589,gbc,densenet201,-95.80998229980469,0.8223000168800354,True,cifar100
590,gbc,xception,-108.02530670166016,0.6725999712944031,False,cifar100
591,gbc,xception,-108.02530670166016,0.819599986076355,True,cifar100
592,gbc,mobilenet,-180.47344970703125,0.6913999915122986,False,cifar100
593,gbc,mobilenet,-180.47344970703125,0.7667999863624573,True,cifar100
594,gbc,mobilenetv2,-212.45826721191406,0.6643000245094299,False,cifar100
595,gbc,mobilenetv2,-212.45826721191406,0.7623999714851379,True,cifar100
596,gbc,mobilenetv3,-74.70176696777344,0.736299991607666,False,cifar100
597,gbc,mobilenetv3,-74.70176696777344,0.8026999831199646,True,cifar100
598,gbc,nasnetmobile,-120.09369659423828,0.6478000283241272,False,cifar100
599,gbc,nasnetmobile,-120.09369659423828,0.7912999987602234,True,cifar100
600,gbc,efficientnetb0,-138.40969848632812,0.7092000246047974,False,cifar100
601,gbc,efficientnetb0,-138.40969848632812,0.8447999954223633,True,cifar100
602,gbc,efficientnetb1,-104.48831176757812,0.7200000286102295,False,cifar100
603,gbc,efficientnetb1,-104.48831176757812,0.8592000007629395,True,cifar100
604,gbc,efficientnetb2,-106.14608764648438,0.7218000292778015,False,cifar100
605,gbc,efficientnetb2,-106.14608764648438,0.8608999848365784,True,cifar100
606,gbc,efficientnetb3,-97.35933685302734,0.7204999923706055,False,cifar100
607,gbc,efficientnetb3,-97.35933685302734,0.8690000176429749,True,cifar100
608,leep,resnet50,-2.6210672855377197,0.7455000281333923,False,cifar100
609,leep,resnet50,-2.6210672855377197,0.795799970626831,True,cifar100
610,leep,resnet101,-2.4063868522644043,0.758899986743927,False,cifar100
611,leep,resnet101,-2.4063868522644043,0.8015999794006348,True,cifar100
612,leep,resnet50v2,-2.5161678791046143,0.7087000012397766,False,cifar100
613,leep,resnet50v2,-2.5161678791046143,0.7785000205039978,True,cifar100
614,leep,resnet101v2,-2.3292877674102783,0.7279000282287598,False,cifar100
615,leep,resnet101v2,-2.3292877674102783,0.8064000010490417,True,cifar100
616,leep,resnet152v2,-2.479800224304199,0.7229999899864197,False,cifar100
617,leep,resnet152v2,-2.479800224304199,0.8047000169754028,True,cifar100
618,leep,vgg16,-3.1342625617980957,0.6571000218391418,False,cifar100
619,leep,vgg16,-3.1342625617980957,0.7056999802589417,True,cifar100
620,leep,vgg19,-3.043349027633667,0.669700026512146,False,cifar100
621,leep,vgg19,-3.043349027633667,0.7085999846458435,True,cifar100
622,leep,densenet121,-2.6866886615753174,0.7135999798774719,False,cifar100
623,leep,densenet121,-2.6866886615753174,0.8151999711990356,True,cifar100
624,leep,densenet169,-2.5265157222747803,0.7251999974250793,False,cifar100
625,leep,densenet169,-2.5265157222747803,0.8183000087738037,True,cifar100
626,leep,densenet201,-2.4822731018066406,0.7421000003814697,False,cifar100
627,leep,densenet201,-2.4822731018066406,0.8223000168800354,True,cifar100
628,leep,xception,-2.4673502445220947,0.6725999712944031,False,cifar100
629,leep,xception,-2.4673502445220947,0.819599986076355,True,cifar100
630,leep,mobilenet,-2.8575806617736816,0.6913999915122986,False,cifar100
631,leep,mobilenet,-2.8575806617736816,0.7667999863624573,True,cifar100
632,leep,mobilenetv2,-3.1977436542510986,0.6643000245094299,False,cifar100
633,leep,mobilenetv2,-3.1977436542510986,0.7623999714851379,True,cifar100
634,leep,mobilenetv3,-2.763272285461426,0.736299991607666,False,cifar100
635,leep,mobilenetv3,-2.763272285461426,0.8026999831199646,True,cifar100
636,leep,nasnetmobile,-2.848320722579956,0.6478000283241272,False,cifar100
637,leep,nasnetmobile,-2.848320722579956,0.7912999987602234,True,cifar100
638,leep,efficientnetb0,-3.275679349899292,0.7092000246047974,False,cifar100
639,leep,efficientnetb0,-3.275679349899292,0.8447999954223633,True,cifar100
640,leep,efficientnetb1,-2.9439117908477783,0.7200000286102295,False,cifar100
641,leep,efficientnetb1,-2.9439117908477783,0.8592000007629395,True,cifar100
642,leep,efficientnetb2,-2.8810713291168213,0.7218000292778015,False,cifar100
643,leep,efficientnetb2,-2.8810713291168213,0.8608999848365784,True,cifar100
644,leep,efficientnetb3,-2.7827022075653076,0.7204999923706055,False,cifar100
645,leep,efficientnetb3,-2.7827022075653076,0.8690000176429749,True,cifar100
646,nleep,resnet50,-1.7900980710983276,0.7455000281333923,False,cifar100
647,nleep,resnet50,-1.7900980710983276,0.795799970626831,True,cifar100
648,nleep,resnet101,-1.6481311321258545,0.758899986743927,False,cifar100
649,nleep,resnet101,-1.6481311321258545,0.8015999794006348,True,cifar100
650,nleep,resnet50v2,-1.808018445968628,0.7087000012397766,False,cifar100
651,nleep,resnet50v2,-1.808018445968628,0.7785000205039978,True,cifar100
652,nleep,resnet101v2,-1.6538660526275635,0.7279000282287598,False,cifar100
653,nleep,resnet101v2,-1.6538660526275635,0.8064000010490417,True,cifar100
654,nleep,resnet152v2,-1.737782597541809,0.7229999899864197,False,cifar100
655,nleep,resnet152v2,-1.737782597541809,0.8047000169754028,True,cifar100
656,nleep,vgg16,-2.3158035278320312,0.6571000218391418,False,cifar100
657,nleep,vgg16,-2.3158035278320312,0.7056999802589417,True,cifar100
658,nleep,vgg19,-2.2535178661346436,0.669700026512146,False,cifar100
659,nleep,vgg19,-2.2535178661346436,0.7085999846458435,True,cifar100
660,nleep,densenet121,-1.8116334676742554,0.7135999798774719,False,cifar100
661,nleep,densenet121,-1.8116334676742554,0.8151999711990356,True,cifar100
662,nleep,densenet169,-1.759108543395996,0.7251999974250793,False,cifar100
663,nleep,densenet169,-1.759108543395996,0.8183000087738037,True,cifar100
664,nleep,densenet201,-1.6691902875900269,0.7421000003814697,False,cifar100
665,nleep,densenet201,-1.6691902875900269,0.8223000168800354,True,cifar100
666,nleep,xception,-1.8236756324768066,0.6725999712944031,False,cifar100
667,nleep,xception,-1.8236756324768066,0.819599986076355,True,cifar100
668,nleep,mobilenet,-1.944392442703247,0.6913999915122986,False,cifar100
669,nleep,mobilenet,-1.944392442703247,0.7667999863624573,True,cifar100
670,nleep,mobilenetv2,-1.9687318801879883,0.6643000245094299,False,cifar100
671,nleep,mobilenetv2,-1.9687318801879883,0.7623999714851379,True,cifar100
672,nleep,mobilenetv3,-1.655820608139038,0.736299991607666,False,cifar100
673,nleep,mobilenetv3,-1.655820608139038,0.8026999831199646,True,cifar100
674,nleep,nasnetmobile,-1.9089223146438599,0.6478000283241272,False,cifar100
675,nleep,nasnetmobile,-1.9089223146438599,0.7912999987602234,True,cifar100
676,nleep,efficientnetb0,-1.9756202697753906,0.7092000246047974,False,cifar100
677,nleep,efficientnetb0,-1.9756202697753906,0.8447999954223633,True,cifar100
678,nleep,efficientnetb1,-1.7695517539978027,0.7200000286102295,False,cifar100
679,nleep,efficientnetb1,-1.7695517539978027,0.8592000007629395,True,cifar100
680,nleep,efficientnetb2,-1.717054843902588,0.7218000292778015,False,cifar100
681,nleep,efficientnetb2,-1.717054843902588,0.8608999848365784,True,cifar100
682,nleep,efficientnetb3,-1.6913107633590698,0.7204999923706055,False,cifar100
683,nleep,efficientnetb3,-1.6913107633590698,0.8690000176429749,True,cifar100
684,logme,resnet50,1.100644588470459,0.7455000281333923,False,cifar100
685,logme,resnet50,1.100644588470459,0.795799970626831,True,cifar100
686,logme,resnet101,1.1249269247055054,0.758899986743927,False,cifar100
687,logme,resnet101,1.1249269247055054,0.8015999794006348,True,cifar100
688,logme,resnet50v2,1.09886634349823,0.7087000012397766,False,cifar100
689,logme,resnet50v2,1.09886634349823,0.7785000205039978,True,cifar100
690,logme,resnet101v2,1.1258500814437866,0.7279000282287598,False,cifar100
691,logme,resnet101v2,1.1258500814437866,0.8064000010490417,True,cifar100
692,logme,resnet152v2,1.123600721359253,0.7229999899864197,False,cifar100
693,logme,resnet152v2,1.123600721359253,0.8047000169754028,True,cifar100
694,logme,vgg16,1.0000628232955933,0.6571000218391418,False,cifar100
695,logme,vgg16,1.0000628232955933,0.7056999802589417,True,cifar100
696,logme,vgg19,1.0069801807403564,0.669700026512146,False,cifar100
697,logme,vgg19,1.0069801807403564,0.7085999846458435,True,cifar100
698,logme,densenet121,1.028133749961853,0.7135999798774719,False,cifar100
699,logme,densenet121,1.028133749961853,0.8151999711990356,True,cifar100
700,logme,densenet169,1.0495235919952393,0.7251999974250793,False,cifar100
701,logme,densenet169,1.0495235919952393,0.8183000087738037,True,cifar100
702,logme,densenet201,1.0606591701507568,0.7421000003814697,False,cifar100
703,logme,densenet201,1.0606591701507568,0.8223000168800354,True,cifar100
704,logme,xception,1.092728614807129,0.6725999712944031,False,cifar100
705,logme,xception,1.092728614807129,0.819599986076355,True,cifar100
706,logme,mobilenet,1.011952519416809,0.6913999915122986,False,cifar100
707,logme,mobilenet,1.011952519416809,0.7667999863624573,True,cifar100
708,logme,mobilenetv2,1.0240983963012695,0.6643000245094299,False,cifar100
709,logme,mobilenetv2,1.0240983963012695,0.7623999714851379,True,cifar100
710,logme,mobilenetv3,1.0970827341079712,0.736299991607666,False,cifar100
711,logme,mobilenetv3,1.0970827341079712,0.8026999831199646,True,cifar100
712,logme,nasnetmobile,1.0540565252304077,0.6478000283241272,False,cifar100
713,logme,nasnetmobile,1.0540565252304077,0.7912999987602234,True,cifar100
714,logme,efficientnetb0,1.0736632347106934,0.7092000246047974,False,cifar100
715,logme,efficientnetb0,1.0736632347106934,0.8447999954223633,True,cifar100
716,logme,efficientnetb1,1.088921308517456,0.7200000286102295,False,cifar100
717,logme,efficientnetb1,1.088921308517456,0.8592000007629395,True,cifar100
718,logme,efficientnetb2,1.0948048830032349,0.7218000292778015,False,cifar100
719,logme,efficientnetb2,1.0948048830032349,0.8608999848365784,True,cifar100
720,logme,efficientnetb3,1.1002521514892578,0.7204999923706055,False,cifar100
721,logme,efficientnetb3,1.1002521514892578,0.8690000176429749,True,cifar100
722,hscore,resnet50,2383.58642578125,0.7455000281333923,False,cifar100
